Daily Reservoir trends for Maithon reservoir from 01-Jan-1999 to 24-Jan-2021

Dates,Current Year Level (m),Last Year Level (m),Last 10 Year Average Level (m),Full Reservoir Level,Last 10 Year Average Storage (BCM),Last Year Storage (BCM),Current Year Storage (BCM)
"01-Jan-2000",146.3,0,146.3,146.3,0.471,0,0.471
"02-Jan-2000",146.3,0,146.3,146.3,0.471,0,0.471
"03-Jan-2000",146.3,0,146.3,146.3,0.471,0,0.471
"04-Jan-2000",146.3,0,146.3,146.3,0.471,0,0.471
"05-Jan-2000",146.3,0,146.3,146.3,0.471,0,0.471
"06-Jan-2000",146.3,0,146.3,146.3,0.471,0,0.471
"07-Jan-2000",146.3,0,146.3,146.3,0.471,0,0.471
"08-Jan-2000",146.3,0,146.3,146.3,0.471,0,0.471
"09-Jan-2000",146.3,0,146.3,146.3,0.471,0,0.471
"10-Jan-2000",146.3,0,146.3,146.3,0.471,0,0.471
"11-Jan-2000",146.3,0,146.3,146.3,0.471,0,0.471
"12-Jan-2000",146.3,0,146.3,146.3,0.471,0,0.471
"13-Jan-2000",146.3,0,146.3,146.3,0.471,0,0.471
"14-Jan-2000",146.3,0,146.3,146.3,0.471,0,0.471
"15-Jan-2000",146.3,0,146.3,146.3,0.471,0,0.471
"16-Jan-2000",146.3,0,146.3,146.3,0.471,0,0.471
"17-Jan-2000",146.3,0,146.3,146.3,0.471,0,0.471
"18-Jan-2000",146.3,0,146.3,146.3,0.471,0,0.471
"19-Jan-2000",146.3,0,146.3,146.3,0.471,0,0.471
"20-Jan-2000",146.3,0,146.3,146.3,0.471,0,0.471
"21-Jan-2000",146.3,0,146.3,146.3,0.471,0,0.471
"22-Jan-2000",146.3,0,146.3,146.3,0.471,0,0.471
"23-Jan-2000",146.3,0,146.3,146.3,0.471,0,0.471
"24-Jan-2000",146.3,0,146.3,146.3,0.471,0,0.471
"25-Jan-2000",146.3,0,146.3,146.3,0.471,0,0.471
"26-Jan-2000",146.3,0,146.3,146.3,0.471,0,0.471
"27-Jan-2000",146.3,0,146.3,146.3,0.471,0,0.471
"28-Jan-2000",146.3,0,146.3,146.3,0.471,0,0.471
"29-Jan-2000",146.3,0,146.3,146.3,0.471,0,0.471
"30-Jan-2000",146.3,0,146.3,146.3,0.471,0,0.471
"31-Jan-2000",146.3,0,146.3,146.3,0.471,0,0.471
"01-Feb-2000",146.3,0,146.3,146.3,0.471,0,0.471
"02-Feb-2000",146.3,0,146.3,146.3,0.471,0,0.471
"03-Feb-2000",146.3,0,146.3,146.3,0.471,0,0.471
"04-Feb-2000",146.3,0,146.3,146.3,0.471,0,0.471
"05-Feb-2000",146.3,0,146.3,146.3,0.471,0,0.471
"06-Feb-2000",146.3,0,146.3,146.3,0.471,0,0.471
"07-Feb-2000",146.3,0,146.3,146.3,0.471,0,0.471
"08-Feb-2000",146.3,0,146.3,146.3,0.471,0,0.471
"09-Feb-2000",146.3,0,146.3,146.3,0.471,0,0.471
"10-Feb-2000",146.3,0,146.3,146.3,0.471,0,0.471
"11-Feb-2000",146.3,0,146.3,146.3,0.471,0,0.471
"12-Feb-2000",146.3,0,146.3,146.3,0.471,0,0.471
"13-Feb-2000",146.3,0,146.3,146.3,0.471,0,0.471
"14-Feb-2000",146.3,0,146.3,146.3,0.471,0,0.471
"15-Feb-2000",146.3,0,146.3,146.3,0.471,0,0.471
"16-Feb-2000",146.3,0,146.3,146.3,0.471,0,0.471
"17-Feb-2000",146.3,0,146.3,146.3,0.471,0,0.471
"18-Feb-2000",146.3,0,146.3,146.3,0.471,0,0.471
"19-Feb-2000",146.3,0,146.3,146.3,0.471,0,0.471
"20-Feb-2000",146.3,0,146.3,146.3,0.471,0,0.471
"21-Feb-2000",146.3,0,146.3,146.3,0.471,0,0.471
"22-Feb-2000",146.3,0,146.3,146.3,0.471,0,0.471
"23-Feb-2000",146.3,0,146.3,146.3,0.471,0,0.471
"24-Feb-2000",146.3,0,146.3,146.3,0.471,0,0.471
"25-Feb-2000",146.3,0,146.3,146.3,0.471,0,0.471
"26-Feb-2000",146.3,0,146.3,146.3,0.471,0,0.471
"27-Feb-2000",146.3,0,146.3,146.3,0.471,0,0.471
"28-Feb-2000",146.3,0,146.3,146.3,0.471,0,0.471
"29-Feb-2000",146.3,0,146.3,146.3,0.471,0,0.471
"01-Mar-2000",146.3,0,146.3,146.3,0.471,0,0.471
"02-Mar-2000",146.3,0,146.3,146.3,0.471,0,0.471
"03-Mar-2000",146.3,0,146.3,146.3,0.471,0,0.471
"04-Mar-2000",146.3,0,146.3,146.3,0.471,0,0.471
"05-Mar-2000",146.3,0,146.3,146.3,0.471,0,0.471
"06-Mar-2000",146.3,0,146.3,146.3,0.471,0,0.471
"07-Mar-2000",146.3,0,146.3,146.3,0.471,0,0.471
"08-Mar-2000",146.3,0,146.3,146.3,0.471,0,0.471
"09-Mar-2000",146.3,0,146.3,146.3,0.471,0,0.471
"10-Mar-2000",146.3,0,146.3,146.3,0.471,0,0.471
"11-Mar-2000",146.3,0,146.3,146.3,0.471,0,0.471
"12-Mar-2000",146.3,0,146.3,146.3,0.471,0,0.471
"13-Mar-2000",146.3,0,146.3,146.3,0.471,0,0.471
"14-Mar-2000",146.3,0,146.3,146.3,0.471,0,0.471
"15-Mar-2000",146.3,0,146.3,146.3,0.471,0,0.471
"16-Mar-2000",146.3,0,146.3,146.3,0.471,0,0.471
"17-Mar-2000",146.3,0,146.3,146.3,0.471,0,0.471
"18-Mar-2000",146.3,0,146.3,146.3,0.471,0,0.471
"19-Mar-2000",146.3,0,146.3,146.3,0.471,0,0.471
"20-Mar-2000",146.3,0,146.3,146.3,0.471,0,0.471
