Daily Reservoir trends for Tilaiya reservoir from 01-Jan-2016 to 01-Jan-2021

Dates,Current Year Level (m),Last Year Level (m),Last 10 Year Average Level (m),Full Reservoir Level,Last 10 Year Average Storage (BCM),Last Year Storage (BCM),Current Year Storage (BCM)
"01-Jan-2016",367.11,368.47,367.33,368.81,0.0944,0.129,0.085
"02-Jan-2016",367.07,368.46,367.291,368.81,0.0936,0.129,0.083
"03-Jan-2016",367.04,368.45,367.279,368.81,0.0933,0.129,0.082
"04-Jan-2016",367.01,368.44,367.269,368.81,0.0931,0.128,0.081
"05-Jan-2016",366.97,368.42,367.242,368.81,0.092,0.128,0.08
"06-Jan-2016",366.94,368.4,367.216,368.81,0.0913,0.127,0.079
"07-Jan-2016",366.9,368.4,367.189,368.81,0.0907,0.127,0.078
"08-Jan-2016",366.86,0,367.0288888889,368.81,0.085888889,0,0.077
"09-Jan-2016",366.83,0,367.0066666667,368.81,0.0852222222,0,0.076
"10-Jan-2016",366.8,0,366.9855555556,368.81,0.0844444444,0,0.075
"11-Jan-2016",366.78,0,366.9477777776,368.81,0.0834444445,0,0.074
"12-Jan-2016",366.72,368.19,367.057,368.81,0.0867,0.121,0.073
"15-Jan-2016",366.6,368.19,366.983,368.81,0.0844,0.121,0.069
"16-Jan-2016",366.56,0,366.7944444443,368.81,0.0794444445,0,0.068
"17-Jan-2016",366.52,0,366.752222222,368.81,0.0777777777,0,0.067
"18-Jan-2016",366.47,0,366.7255555555,368.81,0.0767777778,0,0.065
"19-Jan-2016",366.42,368.13,366.841,368.81,0.0801,0.119,0.064
"20-Jan-2016",366.4,368.13,366.826,368.81,0.0796,0.119,0.063
"21-Jan-2016",366.36,368.13,366.825,368.81,0.0789,0.119,0.062
"22-Jan-2016",366.29,0,366.65,368.81,0.0734444445,0,0.06
"23-Jan-2016",366.21,0,366.6177777779,368.81,0.0723333334,0,0.058
"24-Jan-2016",366.13,0,366.601111111,368.81,0.0718888889,0,0.056
"25-Jan-2016",366.05,368.11,366.724,368.81,0.0754,0.118,0.054
"29-Jan-2016",365.73,368.11,366.605,368.81,0.0717,0.118,0.046
"30-Jan-2016",365.65,368.12,366.578,368.81,0.0708,0.118,0.044
"31-Jan-2016",365.56,368.12,366.537,368.81,0.0702,0.118,0.042
"01-Feb-2016",365.47,368.12,366.512,368.81,0.0691,0.118,0.04
"02-Feb-2016",365.38,368.12,366.487,368.81,0.0681,0.118,0.038
"03-Feb-2016",365.32,368.12,366.456,368.81,0.0674,0.118,0.036
"04-Feb-2016",365.32,368.12,366.444,368.81,0.0667,0.118,0.036
"05-Feb-2016",365.32,0,366.2422222222,368.81,0.0604444444,0,0.036
