Daily Reservoir trends for Tenughat reservoir from 01-Jan-1999 to 24-Jan-2021

Dates,Current Year Level (m),Last Year Level (m),Last 10 Year Average Level (m),Full Reservoir Level,Last 10 Year Average Storage (BCM),Last Year Storage (BCM),Current Year Storage (BCM)
"01-Jan-2000",258.85,0,258.85,269.14,0.295,0,0.295
"02-Jan-2000",258.85,0,258.85,269.14,0.295,0,0.295
"03-Jan-2000",258.82,0,258.82,269.14,0.293,0,0.293
"04-Jan-2000",258.82,0,258.82,269.14,0.293,0,0.293
"05-Jan-2000",258.81,0,258.81,269.14,0.292,0,0.292
"06-Jan-2000",258.78,0,258.78,269.14,0.291,0,0.291
"07-Jan-2000",258.74,0,258.74,269.14,0.29,0,0.29
"08-Jan-2000",258.71,0,258.71,269.14,0.288,0,0.288
"09-Jan-2000",258.68,0,258.68,269.14,0.287,0,0.287
"10-Jan-2000",258.65,0,258.65,269.14,0.286,0,0.286
"11-Jan-2000",258.62,0,258.62,269.14,0.285,0,0.285
"12-Jan-2000",258.61,0,258.61,269.14,0.284,0,0.284
"13-Jan-2000",258.61,0,258.61,269.14,0.284,0,0.284
"14-Jan-2000",258.59,0,258.59,269.14,0.284,0,0.284
"15-Jan-2000",258.59,0,258.59,269.14,0.284,0,0.284
"16-Jan-2000",258.58,0,258.58,269.14,0.283,0,0.283
"17-Jan-2000",258.58,0,258.58,269.14,0.283,0,0.283
"18-Jan-2000",258.59,0,258.59,269.14,0.284,0,0.284
"19-Jan-2000",258.58,0,258.58,269.14,0.283,0,0.283
"20-Jan-2000",258.56,0,258.56,269.14,0.282,0,0.282
"21-Jan-2000",258.55,0,258.55,269.14,0.282,0,0.282
"22-Jan-2000",258.55,0,258.55,269.14,0.282,0,0.282
"23-Jan-2000",258.55,0,258.55,269.14,0.282,0,0.282
"24-Jan-2000",258.53,0,258.53,269.14,0.281,0,0.281
"25-Jan-2000",258.53,0,258.53,269.14,0.281,0,0.281
"26-Jan-2000",258.52,0,258.52,269.14,0.281,0,0.281
"27-Jan-2000",258.5,0,258.5,269.14,0.28,0,0.28
"28-Jan-2000",258.49,0,258.49,269.14,0.28,0,0.28
"29-Jan-2000",258.47,0,258.47,269.14,0.279,0,0.279
"30-Jan-2000",258.47,0,258.47,269.14,0.279,0,0.279
"31-Jan-2000",258.47,0,258.47,269.14,0.279,0,0.279
"01-Feb-2000",258.45,0,258.45,269.14,0.278,0,0.278
"02-Feb-2000",258.44,0,258.44,269.14,0.278,0,0.278
"03-Feb-2000",258.43,0,258.43,269.14,0.277,0,0.277
"04-Feb-2000",258.42,0,258.42,269.14,0.277,0,0.277
"05-Feb-2000",258.41,0,258.41,269.14,0.276,0,0.276
"06-Feb-2000",258.4,0,258.4,269.14,0.275,0,0.275
"07-Feb-2000",258.39,0,258.39,269.14,0.274,0,0.274
"08-Feb-2000",258.38,0,258.38,269.14,0.274,0,0.274
"09-Feb-2000",258.35,0,258.35,269.14,0.273,0,0.273
"10-Feb-2000",258.33,0,258.33,269.14,0.272,0,0.272
"11-Feb-2000",258.32,0,258.32,269.14,0.272,0,0.272
"12-Feb-2000",258.32,0,258.32,269.14,0.272,0,0.272
"13-Feb-2000",258.32,0,258.32,269.14,0.272,0,0.272
"14-Feb-2000",258.32,0,258.32,269.14,0.272,0,0.272
"15-Feb-2000",258.32,0,258.32,269.14,0.272,0,0.272
"16-Feb-2000",258.3,0,258.3,269.14,0.271,0,0.271
"17-Feb-2000",258.3,0,258.3,269.14,0.271,0,0.271
"18-Feb-2000",258.27,0,258.27,269.14,0.27,0,0.27
"19-Feb-2000",258.27,0,258.27,269.14,0.27,0,0.27
"20-Feb-2000",258.27,0,258.27,269.14,0.27,0,0.27
"21-Feb-2000",258.26,0,258.26,269.14,0.27,0,0.27
"22-Feb-2000",258.23,0,258.23,269.14,0.269,0,0.269
"23-Feb-2000",258.21,0,258.21,269.14,0.268,0,0.268
"24-Feb-2000",258.21,0,258.21,269.14,0.268,0,0.268
"25-Feb-2000",258.14,0,258.14,269.14,0.264,0,0.264
"26-Feb-2000",258.07,0,258.07,269.14,0.263,0,0.263
"27-Feb-2000",258.03,0,258.03,269.14,0.261,0,0.261
"28-Feb-2000",257.98,0,257.98,269.14,0.26,0,0.26
"29-Feb-2000",257.97,0,257.97,269.14,0.259,0,0.259
"01-Mar-2000",257.95,0,257.95,269.14,0.259,0,0.259
"02-Mar-2000",257.94,0,257.94,269.14,0.258,0,0.258
"03-Mar-2000",257.92,0,257.92,269.14,0.258,0,0.258
"04-Mar-2000",257.91,0,257.91,269.14,0.257,0,0.257
"05-Mar-2000",257.91,0,257.91,269.14,0.257,0,0.257
"06-Mar-2000",257.89,0,257.89,269.14,0.256,0,0.256
"07-Mar-2000",257.89,0,257.89,269.14,0.256,0,0.256
"08-Mar-2000",257.88,0,257.88,269.14,0.256,0,0.256
"09-Mar-2000",257.88,0,257.88,269.14,0.256,0,0.256
"10-Mar-2000",257.87,0,257.87,269.14,0.256,0,0.256
"11-Mar-2000",257.85,0,257.85,269.14,0.256,0,0.256
"12-Mar-2000",257.84,0,257.84,269.14,0.255,0,0.255
"13-Mar-2000",257.83,0,257.83,269.14,0.254,0,0.254
"14-Mar-2000",257.81,0,257.81,269.14,0.253,0,0.253
"15-Mar-2000",257.8,0,257.8,269.14,0.253,0,0.253
"16-Mar-2000",257.76,0,257.76,269.14,0.253,0,0.253
"17-Mar-2000",257.74,0,257.74,269.14,0.252,0,0.252
"18-Mar-2000",257.74,0,257.74,269.14,0.252,0,0.252
"19-Mar-2000",257.72,0,257.72,269.14,0.251,0,0.251
"20-Mar-2000",257.72,0,257.72,269.14,0.251,0,0.251
"21-Mar-2000",257.7,0,257.7,269.14,0.25,0,0.25
"22-Mar-2000",257.69,0,257.69,269.14,0.25,0,0.25
"23-Mar-2000",257.69,0,257.69,269.14,0.25,0,0.25
"24-Mar-2000",257.69,0,257.69,269.14,0.25,0,0.25
"25-Mar-2000",257.67,0,257.67,269.14,0.249,0,0.249
"26-Mar-2000",257.67,0,257.67,269.14,0.249,0,0.249
"27-Mar-2000",257.67,0,257.67,269.14,0.25,0,0.25
"28-Mar-2000",257.66,0,257.66,269.14,0.248,0,0.248
"29-Mar-2000",257.66,0,257.66,269.14,0.248,0,0.248
"30-Mar-2000",257.66,0,257.66,269.14,0.248,0,0.248
"31-Mar-2000",257.66,0,257.66,269.14,0.248,0,0.248
"01-Apr-2000",257.66,0,257.66,269.14,0.248,0,0.248
"02-Apr-2000",257.65,0,257.65,269.14,0.248,0,0.248
"03-Apr-2000",257.63,0,257.63,269.14,0.247,0,0.247
"04-Apr-2000",257.61,0,257.61,269.14,0.246,0,0.246
"05-Apr-2000",257.6,0,257.6,269.14,0.246,0,0.246
"06-Apr-2000",257.59,0,257.59,269.14,0.245,0,0.245
"07-Apr-2000",257.58,0,257.58,269.14,0.244,0,0.244
"08-Apr-2000",257.57,0,257.57,269.14,0.243,0,0.243
"09-Apr-2000",257.55,0,257.55,269.14,0.243,0,0.243
"10-Apr-2000",257.53,0,257.53,269.14,0.242,0,0.242
"11-Apr-2000",257.52,0,257.52,269.14,0.241,0,0.241
"12-Apr-2000",257.5,0,257.5,269.14,0.24,0,0.24
"13-Apr-2000",257.49,0,257.49,269.14,0.24,0,0.24
