Daily Reservoir trends for Mettur reservoir from 01-Jan-2016 to 01-Jan-2021

Dates,Current Year Level (m),Last Year Level (m),Last 10 Year Average Level (m),Full Reservoir Level,Last 10 Year Average Storage (BCM),Last Year Storage (BCM),Current Year Storage (BCM)
"01-Jan-2016",232.184,233.452,231.4032,240.79,1.5664,1.689,1.548
"02-Jan-2016",231.904,233.465,231.2893,240.79,1.5512,1.691,1.518
"03-Jan-2016",231.62,233.355,231.1424,240.79,1.5364,1.692,1.488
"04-Jan-2016",231.294,233.212,230.9867,240.79,1.5173,1.662,1.453
"05-Jan-2016",230.932,233.065,230.8126,240.79,1.4989,1.645,1.415
"06-Jan-2016",230.563,232.919,230.6437,240.79,1.4813,1.629,1.378
"07-Jan-2016",230.188,232.745,230.4901,240.79,1.4638,1.61,1.34
"08-Jan-2016",229.807,232.547,230.2952,240.79,1.4463,1.588,1.303
"09-Jan-2016",229.417,232.343,230.1136,240.79,1.4287,1.565,1.265
"10-Jan-2016",229.021,232.136,229.9302,240.79,1.4106,1.543,1.227
"11-Jan-2016",228.661,231.925,229.742,240.79,1.3907,1.52,1.193
"12-Jan-2016",228.332,231.712,229.5814,240.79,1.3742,1.497,1.163
"13-Jan-2016",228.027,231.499,229.4109,240.79,1.3577,1.475,1.135
"14-Jan-2016",227.743,231.285,229.2885,240.79,1.3353,1.452,1.11
"15-Jan-2016",227.469,0,228.7673333333,240.79,1.3054444446,0,1.086
"16-Jan-2016",227.25,230.849,228.8384,240.79,1.301,1.407,1.067
"17-Jan-2016",227.07,230.633,228.674,240.79,1.2846,1.385,1.051
"18-Jan-2016",226.887,230.413,228.6135,240.79,1.269,1.363,1.036
"19-Jan-2016",226.728,230.194,228.4519,240.79,1.2533,1.341,1.022
"20-Jan-2016",226.582,230.023,228.1976,240.79,1.2379,1.324,1.01
"21-Jan-2016",226.436,229.85,228.0528,240.79,1.2231,1.307,0.998
"22-Jan-2016",226.286,229.676,227.9055,240.79,1.2086,1.29,0.985
"23-Jan-2016",226.137,229.502,227.7653,240.79,1.1952,1.273,0.973
"24-Jan-2016",226.018,229.325,227.626,240.79,1.1813,1.256,0.963
"25-Jan-2016",225.969,229.173,227.5004,240.79,1.1695,1.241,0.959
"26-Jan-2016",225.954,229.045,227.3929,240.79,1.1588,1.229,0.958
"27-Jan-2016",225.939,228.917,227.2804,240.79,1.1481,1.217,0.957
"28-Jan-2016",225.924,228.789,227.1742,240.79,1.1435,1.205,0.956
"29-Jan-2016",225.82,228.658,227.1083,240.79,1.132,1.193,0.947
"30-Jan-2016",225.637,228.527,227.0723,240.79,1.1289,1.181,0.932
"31-Jan-2016",225.567,228.396,227.0483,240.79,1.1265,1.169,0.927
"01-Feb-2016",225.503,228.262,227.0249,240.79,1.1244,1.157,0.922
"02-Feb-2016",225.47,228.124,227.0054,240.79,1.1223,1.144,0.919
"03-Feb-2016",225.436,228.002,226.9808,240.79,1.12,1.133,0.916
"04-Feb-2016",225.403,227.893,226.9553,240.79,1.1173,1.123,0.914
"05-Feb-2016",225.363,227.783,226.8864,240.79,1.1124,1.113,0.911
"06-Feb-2016",225.204,227.72,226.7865,240.79,1.1064,1.108,0.898
"07-Feb-2016",225.046,227.728,226.6951,240.79,1.1014,1.109,0.886
"08-Feb-2016",224.887,227.728,226.6424,240.79,1.0982,1.109,0.873
"09-Feb-2016",224.726,227.728,226.6016,240.79,1.0979,1.109,0.861
"10-Feb-2016",224.628,227.728,226.5628,240.79,1.0929,1.109,0.854
"11-Feb-2016",224.494,227.728,226.5417,240.79,1.0901,1.109,0.843
"12-Feb-2016",224.305,227.728,226.5071,240.79,1.087,1.109,0.829
"13-Feb-2016",224.168,227.722,226.4751,240.79,1.0845,1.108,0.819
"14-Feb-2016",224.004,227.722,226.4252,240.79,1.0799,1.108,0.806
"15-Feb-2016",223.836,227.719,226.3812,240.79,1.0765,1.108,0.794
"16-Feb-2016",223.668,227.704,226.352,240.79,1.0736,1.106,0.782
"17-Feb-2016",223.498,227.689,226.32,240.79,1.0702,1.105,0.769
"18-Feb-2016",223.327,227.673,226.2966,240.79,1.0676,1.104,0.757
"19-Feb-2016",223.153,227.646,226.2767,240.79,1.0645,1.101,0.744
"20-Feb-2016",222.979,227.588,226.2538,240.79,1.0618,1.096,0.732
"21-Feb-2016",222.879,227.53,226.2343,240.79,1.0592,1.091,0.725
"22-Feb-2016",222.842,227.472,226.2255,240.79,1.057,1.086,0.722
"23-Feb-2016",222.839,227.414,226.2053,240.79,1.055,1.081,0.722
"24-Feb-2016",222.836,227.356,226.1816,240.79,1.0529,1.076,0.722
"25-Feb-2016",222.833,227.308,226.1604,240.79,1.051,1.072,0.722
"26-Feb-2016",222.83,227.289,226.1377,240.79,1.0493,1.07,0.722
"27-Feb-2016",222.827,227.274,226.1245,240.79,1.0477,1.069,0.721
"28-Feb-2016",222.824,227.259,226.0642,240.79,1.0448,1.067,0.721
"29-Feb-2016",222.821,227.259,226.0639,240.79,1.0448,1.067,0.721
"01-Mar-2016",222.818,227.24,225.9982,240.79,1.0411,1.066,0.721
"02-Mar-2016",222.815,227.222,225.9461,240.79,1.0381,1.064,0.72
"03-Mar-2016",222.815,227.204,225.902,240.79,1.0359,1.063,0.72
"04-Mar-2016",222.812,227.186,225.8906,240.79,1.0348,1.061,0.72
"05-Mar-2016",222.809,227.128,225.8421,240.79,1.0327,1.056,0.72
"06-Mar-2016",222.806,227.07,225.8376,240.79,1.0304,1.051,0.72
"07-Mar-2016",222.803,227.027,225.8199,240.79,1.0289,1.048,0.72
