Daily Reservoir trends for Rihand reservoir from 01-Jan-2016 to 01-Jan-2021

Dates,Current Year Level (m),Last Year Level (m),Last 10 Year Average Level (m),Full Reservoir Level,Last 10 Year Average Storage (BCM),Last Year Storage (BCM),Current Year Storage (BCM)
"01-Jan-2016",258.84,0,259.5866666667,268.22,2.1017777779,0,1.801
"02-Jan-2016",258.81,259.51,259.458,268.22,2.0886,2.05,1.789
"03-Jan-2016",258.81,259.48,259.437,268.22,2.0807,2.039,1.789
"04-Jan-2016",258.81,259.45,259.518,268.22,2.074,2.028,1.789
"05-Jan-2016",258.78,259.42,259.485,268.22,2.0615,2.016,1.778
"08-Jan-2016",258.75,0,259.4166666667,268.22,2.0344444443,0,1.767
"09-Jan-2016",258.75,259.36,259.38,268.22,2.0203,1.994,1.767
"10-Jan-2016",258.72,259.33,259.352,268.22,2.0121,1.982,1.755
"11-Jan-2016",258.69,259.3,259.315,268.22,1.9985,1.971,1.744
"12-Jan-2016",258.69,259.27,259.287,268.22,1.9885,1.96,1.744
"13-Jan-2016",258.69,259.27,259.262,268.22,1.9794,1.96,1.744
"14-Jan-2016",258.66,0,259.2311111112,268.22,1.9702222223,0,1.733
"15-Jan-2016",258.63,0,259.2044444444,268.22,1.96,0,1.721
"16-Jan-2016",258.59,259.21,259.18,268.22,1.9488,1.937,1.71
"17-Jan-2016",258.56,259.17,259.152,268.22,1.9388,1.926,1.699
"18-Jan-2016",258.56,259.14,259.116,268.22,1.9256,1.914,1.699
"19-Jan-2016",258.53,259.11,259.098,268.22,1.9187,1.906,1.687
"20-Jan-2016",258.53,259.11,259.074,268.22,1.9098,1.906,1.687
"21-Jan-2016",258.53,259.11,259.053,268.22,1.9023,1.906,1.687
"22-Jan-2016",258.5,259.11,259.025,268.22,1.8918,1.906,1.676
"23-Jan-2016",258.47,0,258.9888888889,268.22,1.8801111112,0,1.665
"24-Jan-2016",258.47,0,259.0655555555,268.22,1.8683333333,0,1.665
"25-Jan-2016",258.44,259.11,258.961,268.22,1.8677,1.906,1.653
"26-Jan-2016",258.41,259.11,258.934,268.22,1.8577,1.906,1.642
"27-Jan-2016",258.41,259.11,258.914,268.22,1.8509,1.906,1.642
"28-Jan-2016",258.41,259.11,258.892,268.22,1.8427,1.906,1.642
"29-Jan-2016",258.41,258.99,258.858,268.22,1.8282,1.858,1.642
"30-Jan-2016",258.41,258.99,258.84,268.22,1.8229,1.858,1.642
"31-Jan-2016",258.41,258.96,258.814,268.22,1.813,1.846,1.642
"01-Feb-2016",258.41,258.96,258.6588888887,268.22,1.7568888888,1.846,1.642
"02-Feb-2016",258.38,258.93,258.6322222222,268.22,1.7471111112,1.835,1.631
"03-Feb-2016",258.38,258.9,258.6022222224,268.22,1.7358888888,1.824,1.631
"04-Feb-2016",258.35,258.9,258.69,268.22,1.7657,1.824,1.619
"05-Feb-2016",258.32,258.9,258.666,268.22,1.7577,1.824,1.608
"06-Feb-2016",258.29,258.87,258.5188888888,268.22,1.7051111109,1.812,1.597
"07-Feb-2016",258.26,258.84,258.4866666667,268.22,1.694111111,1.801,1.585
"08-Feb-2016",258.26,258.81,258.4622222224,268.22,1.6855555555,1.789,1.585
"09-Feb-2016",258.26,258.78,258.4355555556,268.22,1.6757777779,1.778,1.585
"10-Feb-2016",258.23,258.78,258.4144444444,268.22,1.6682222222,1.778,1.574
"11-Feb-2016",258.23,258.75,258.527,268.22,1.7083,1.767,1.574
"12-Feb-2016",258.23,258.72,258.3644444445,268.22,1.6501111112,1.755,1.574
"13-Feb-2016",258.2,258.69,258.482,268.22,1.6916,1.744,1.563
"14-Feb-2016",258.2,258.69,258.467,268.22,1.6875,1.744,1.563
"15-Feb-2016",258.17,258.69,258.453,268.22,1.6805,1.744,1.551
"16-Feb-2016",258.14,258.69,258.432,268.22,1.6727,1.744,1.541
"17-Feb-2016",258.11,258.69,258.42,268.22,1.6685,1.744,1.531
"19-Feb-2016",258.11,258.69,258.396,268.22,1.6597,1.744,1.531
"20-Feb-2016",258.08,258.63,258.369,268.22,1.65,1.721,1.52
"22-Feb-2016",258.08,258.59,258.335,268.22,1.638,1.71,1.52
"26-Feb-2016",257.86,258.5,258.21,268.22,1.5946,1.676,1.448
"27-Feb-2016",257.83,258.47,258.185,268.22,1.5856,1.665,1.437
"28-Feb-2016",257.8,258.47,258.155,268.22,1.5753,1.665,1.427
"29-Feb-2016",257.8,258.47,258.155,268.22,1.5753,1.665,1.427
"01-Mar-2016",257.77,258.44,258.116,268.22,1.5889,1.933,1.417
"02-Mar-2016",257.77,258.44,258.095,268.22,1.5813,1.933,1.417
"04-Mar-2016",257.71,258.41,257.942,268.22,1.5349,1.642,1.396
"05-Mar-2016",257.71,0,257.9677777778,268.22,1.5107777778,0,1.396
"06-Mar-2016",257.64,258.38,257.971,268.22,1.511,1.631,1.386
"07-Mar-2016",257.64,258.35,257.946,268.22,1.5003,1.619,1.386
"08-Mar-2016",257.64,258.35,257.917,268.22,1.4918,1.619,1.386
"09-Mar-2016",257.64,258.32,257.887,268.22,1.481,1.608,1.386
"11-Mar-2016",257.56,258.29,257.825,268.22,1.459,1.597,1.344
"12-Mar-2016",257.56,0,257.7433333333,268.22,1.4318888888,0,1.344
"13-Mar-2016",257.56,258.26,257.767,268.22,1.4379,1.585,1.344
"14-Mar-2016",257.56,258.26,257.742,268.22,1.4308,1.585,1.344
"15-Mar-2016",257.56,258.23,257.721,268.22,1.4225,1.574,1.344
"16-Mar-2016",257.56,258.23,257.691,268.22,1.4124,1.574,1.344
"17-Mar-2016",257.56,258.2,257.562,268.22,1.403,1.563,1.344
"18-Mar-2016",257.53,258.17,257.626,268.22,1.3907,1.551,1.334
"19-Mar-2016",257.5,0,257.31125,268.22,1.28475,0,1.323
"20-Mar-2016",257.47,258.14,257.554,268.22,1.3652,1.541,1.313
"21-Mar-2016",257.44,258.11,257.521,268.22,1.3537,1.531,1.303
"22-Mar-2016",257.44,258.08,257.494,268.22,1.3444,1.52,1.303
"23-Mar-2016",257.44,258.05,257.478,268.22,1.3391,1.51,1.303
"25-Mar-2016",257.38,257.92,257.419,268.22,1.3195,1.468,1.282
"26-Mar-2016",257.35,0,257.3422222222,268.22,1.2962222221,0,1.272
"27-Mar-2016",257.31,257.8,257.1722222221,268.22,1.2348888889,1.427,1.261
"28-Mar-2016",257.28,257.74,257.329,268.22,1.2896,1.406,1.251
"30-Mar-2016",257.28,257.62,257.269,268.22,1.269,1.365,1.251
"01-Apr-2016",257.28,257.56,257.226,268.22,1.2537,1.344,1.251
"02-Apr-2016",257.28,0,257.1622222222,268.22,1.2364444443,0,1.251
"03-Apr-2016",257.25,257.47,257.163,268.22,1.2339,1.313,1.241
"04-Apr-2016",257.25,257.44,257.139,268.22,1.2257,1.303,1.241
"05-Apr-2016",257.22,257.41,257.109,268.22,1.2157,1.292,1.23
"06-Apr-2016",257.22,257.38,257.082,268.22,1.2063,1.282,1.23
"07-Apr-2016",257.19,257.35,257.051,268.22,1.1967,1.272,1.22
"08-Apr-2016",257.19,257.28,257.022,268.22,1.1878,1.251,1.22
"09-Apr-2016",257.16,257.22,256.989,268.22,1.1764,1.23,1.209
"10-Apr-2016",257.13,257.16,256.959,268.22,1.1665,1.209,1.199
"11-Apr-2016",257.1,257.1,256.907,268.22,1.1528,1.189,1.189
"12-Apr-2016",257.07,257.04,256.875,268.22,1.14,1.168,1.178
"13-Apr-2016",257.07,257.01,256.845,268.22,1.129,1.158,1.178
"15-Apr-2016",257.04,256.92,256.775,268.22,1.1062,1.127,1.168
"16-Apr-2016",257.04,256.89,256.733,268.22,1.0936,1.116,1.168
"17-Apr-2016",257.01,256.83,256.4688888889,268.22,1.0054444445,1.096,1.158
"18-Apr-2016",257.01,256.77,256.664,268.22,1.0703,1.075,1.158
"19-Apr-2016",257.01,256.71,256.631,268.22,1.0594,1.054,1.158
"20-Apr-2016",256.98,256.64,256.593,268.22,1.0471,1.033,1.147
"21-Apr-2016",256.98,256.58,256.563,268.22,1.0375,1.016,1.147
