Daily Reservoir trends for Indira sagar from 01-Jan-1999 to 14-Jan-2021

Dates,Current Year Level (m),Last Year Level (m),Last 10 Year Average Level (m),Full Reservoir Level,Last 10 Year Average Storage (BCM),Last Year Storage (BCM),Current Year Storage (BCM)
"01-Jul-2003",200.25,0,200.25,262.13,0,0,0
"02-Jul-2003",203.7,0,203.7,262.13,0,0,0
"03-Jul-2003",210,0,210,262.13,0,0,0
"04-Jul-2003",217,0,217,262.13,0,0,0
"05-Jul-2003",219.1,0,219.1,262.13,0,0,0
"06-Jul-2003",219.6,0,219.6,262.13,0,0,0
"07-Jul-2003",219.7,0,219.7,262.13,0,0,0
"08-Jul-2003",219.7,0,219.7,262.13,0,0,0
"09-Jul-2003",219.6,0,219.6,262.13,0,0,0
"10-Jul-2003",219.3,0,219.3,262.13,0,0,0
"11-Jul-2003",218.2,0,218.2,262.13,0,0,0
"12-Jul-2003",217,0,217,262.13,0,0,0
"13-Jul-2003",215.3,0,215.3,262.13,0,0,0
"14-Jul-2003",213.7,0,213.7,262.13,0,0,0
"15-Jul-2003",211.6,0,211.6,262.13,0,0,0
"16-Jul-2003",209.1,0,209.1,262.13,0,0,0
"17-Jul-2003",207.8,0,207.8,262.13,0,0,0
"18-Jul-2003",212.2,0,212.2,262.13,0,0,0
"19-Jul-2003",213.8,0,213.8,262.13,0,0,0
"20-Jul-2003",214,0,214,262.13,0,0,0
"21-Jul-2003",213.6,0,213.6,262.13,0,0,0
"22-Jul-2003",215.7,0,215.7,262.13,0,0,0
"23-Jul-2003",217.8,0,217.8,262.13,0,0,0
"24-Jul-2003",218.8,0,218.8,262.13,0,0,0
"25-Jul-2003",219.8,0,219.8,262.13,0,0,0
"26-Jul-2003",230,0,230,262.13,0,0,0
"27-Jul-2003",236.15,0,236.15,262.13,0,0,0
"28-Jul-2003",237.7,0,237.7,262.13,0,0,0
"29-Jul-2003",235.1,0,235.1,262.13,0.232,0,0.232
"30-Jul-2003",262.13,0,262.13,262.13,0,0,0
"31-Jul-2003",229.5,0,229.5,262.13,0,0,0
"01-Aug-2003",228.1,0,228.1,262.13,0,0,0
"02-Aug-2003",227,0,227,262.13,0,0,0
"03-Aug-2003",226.4,0,226.4,262.13,0,0,0
"04-Aug-2003",225.7,0,225.7,262.13,0,0,0
"05-Aug-2003",225.5,0,225.5,262.13,0,0,0
"06-Aug-2003",225.3,0,225.3,262.13,0,0,0
"07-Aug-2003",225.3,0,225.3,262.13,0,0,0
"08-Aug-2003",225.6,0,225.6,262.13,0,0,0
"09-Aug-2003",227.4,0,227.4,262.13,0,0,0
"10-Aug-2003",228,0,228,262.13,0,0,0
"11-Aug-2003",227.8,0,227.8,262.13,0,0,0
"12-Aug-2003",227.8,0,227.8,262.13,0,0,0
