Daily Reservoir trends for Sriram sagar from 01-Jan-2016 to 01-Jan-2021

Dates,Current Year Level (m),Last Year Level (m),Last 10 Year Average Level (m),Full Reservoir Level,Last 10 Year Average Storage (BCM),Last Year Storage (BCM),Current Year Storage (BCM)
"01-Jan-2016",320.07,0,328.6257777777,332.54,1.1987777779,0,0.177
"02-Jan-2016",320.07,324.033,328.1425,332.54,1.1216,0.494,0.177
"03-Jan-2016",320.07,324.033,328.1064,332.54,1.113,0.494,0.177
"04-Jan-2016",320.04,324.002,328.0783,332.54,1.1057,0.49,0.176
"05-Jan-2016",320.04,324.002,328.0653,332.54,1.101,0.49,0.176
"06-Jan-2016",320.04,324.002,328.0223,332.54,1.0948,0.49,0.176
"07-Jan-2016",320.04,324.002,328.0023,332.54,1.0893,0.49,0.176
"08-Jan-2016",320.04,324.002,327.9702,332.54,1.0811,0.49,0.176
"09-Jan-2016",320.04,0,328.3700000001,332.54,1.1381111112,0,0.176
"10-Jan-2016",320.04,0,328.3365555557,332.54,1.1312222222,0,0.176
"11-Jan-2016",320.04,0,328.2453333332,332.54,1.1008888889,0,0.176
"12-Jan-2016",320.01,323.97,327.7848,332.54,1.031,0.486,0.174
"13-Jan-2016",320.01,0,328.1774444445,332.54,1.0842222221,0,0.174
"14-Jan-2016",320.01,323.97,327.7326,332.54,1.0181,0.486,0.174
"15-Jan-2016",320.01,323.97,327.6085,332.54,1.0127,0.486,0.174
"16-Jan-2016",320.01,323.941,327.5786,332.54,1.0053,0.483,0.174
"17-Jan-2016",320.01,323.941,327.6374,332.54,0.9935,0.483,0.174
"18-Jan-2016",320.01,323.941,327.5833,332.54,0.9799,0.483,0.174
"19-Jan-2016",320.01,323.941,327.5313,332.54,0.9683,0.483,0.174
"20-Jan-2016",320.01,323.941,327.4832,332.54,0.9578,0.483,0.174
"21-Jan-2016",319.979,323.911,327.4381,332.54,0.9474,0.479,0.173
"22-Jan-2016",319.979,0,327.7965555554,332.54,0.990222222,0,0.173
"23-Jan-2016",319.979,323.911,327.364,332.54,0.9279,0.479,0.173
"24-Jan-2016",319.979,323.911,327.318,332.54,0.9164,0.479,0.173
"25-Jan-2016",319.979,323.911,327.2781,332.54,0.9066,0.479,0.173
"26-Jan-2016",319.979,323.911,327.342,332.54,0.8979,0.479,0.173
"27-Jan-2016",319.979,323.88,327.2118,332.54,0.891,0.475,0.173
"28-Jan-2016",319.979,323.88,327.1787,332.54,0.8838,0.475,0.173
"29-Jan-2016",319.949,323.88,327.1295,332.54,0.8732,0.475,0.171
"30-Jan-2016",319.949,323.88,327.0833,332.54,0.8642,0.475,0.171
"31-Jan-2016",319.949,323.88,327.0411,332.54,0.856,0.475,0.171
"01-Feb-2016",319.949,323.88,326.9869,332.54,0.844,0.475,0.171
"02-Feb-2016",319.949,323.85,326.9256,332.54,0.8312,0.471,0.171
"03-Feb-2016",319.949,323.85,326.8674,332.54,0.8178,0.471,0.171
"04-Feb-2016",319.949,323.85,326.8163,332.54,0.807,0.471,0.171
"05-Feb-2016",319.949,323.85,326.7581,332.54,0.7939,0.471,0.171
"06-Feb-2016",319.918,323.85,326.7039,332.54,0.7821,0.471,0.17
"07-Feb-2016",319.918,323.85,326.6668,332.54,0.7738,0.471,0.17
"08-Feb-2016",319.918,323.85,326.6276,332.54,0.764,0.471,0.17
"09-Feb-2016",319.918,323.82,326.5815,332.54,0.7545,0.467,0.17
"10-Feb-2016",319.918,323.82,326.5454,332.54,0.7453,0.467,0.17
"11-Feb-2016",319.918,323.82,326.5052,332.54,0.737,0.467,0.17
"12-Feb-2016",319.918,323.789,326.4659,332.54,0.7291,0.463,0.17
"13-Feb-2016",319.918,323.789,326.4327,332.54,0.7218,0.463,0.17
"14-Feb-2016",319.918,323.789,326.3964,332.54,0.7137,0.463,0.17
"15-Feb-2016",319.918,323.759,326.3602,332.54,0.7061,0.459,0.17
"16-Feb-2016",319.888,323.759,326.3009,332.54,0.6938,0.459,0.168
"17-Feb-2016",319.888,323.728,326.3187,332.54,0.7011,0.455,0.168
"18-Feb-2016",319.888,323.698,326.2705,332.54,0.6901,0.451,0.168
"19-Feb-2016",319.888,323.698,326.2183,332.54,0.6797,0.451,0.168
"20-Feb-2016",319.888,0,326.4425555555,332.54,0.6932222224,0,0.168
"21-Feb-2016",319.888,0,326.3812222222,332.54,0.6807777779,0,0.168
"22-Feb-2016",319.888,323.698,326.0598,332.54,0.6466,0.451,0.168
"23-Feb-2016",319.888,323.698,325.9975,332.54,0.6369,0.451,0.168
"24-Feb-2016",319.857,0,326.1004444445,332.54,0.6247777779,0,0.167
"25-Feb-2016",319.827,323.57,325.7791,332.54,0.5969,0.436,0.165
"26-Feb-2016",319.766,323.57,325.7178,332.54,0.5911,0.436,0.162
"27-Feb-2016",319.705,323.545,325.6721,332.54,0.5873,0.433,0.159
"28-Feb-2016",319.674,323.484,325.6258,332.54,0.5814,0.426,0.157
"29-Feb-2016",319.644,323.484,325.6228,332.54,0.5813,0.426,0.156
"01-Mar-2016",319.613,323.423,325.5835,332.54,0.5774,0.419,0.155
"02-Mar-2016",319.583,323.362,325.5323,332.54,0.5727,0.412,0.153
"03-Mar-2016",319.522,323.332,325.47,332.54,0.5676,0.409,0.15
"04-Mar-2016",319.521,323.332,325.3857,332.54,0.5597,0.409,0.15
"05-Mar-2016",319.491,323.332,325.2893,332.54,0.5494,0.409,0.149
"06-Mar-2016",319.461,323.332,325.2081,332.54,0.5398,0.409,0.147
"07-Mar-2016",319.461,323.332,325.1228,332.54,0.53,0.409,0.147
"08-Mar-2016",319.461,323.301,325.0415,332.54,0.5218,0.406,0.147
"09-Mar-2016",319.461,323.301,324.9562,332.54,0.5122,0.406,0.147
"10-Mar-2016",319.461,323.301,324.871,332.54,0.5035,0.406,0.147
"11-Mar-2016",319.461,323.301,324.7888,332.54,0.497,0.406,0.147
"12-Mar-2016",319.43,323.301,324.7165,332.54,0.4895,0.406,0.146
"13-Mar-2016",319.43,323.271,324.6573,332.54,0.4827,0.403,0.146
"14-Mar-2016",319.43,323.271,324.612,332.54,0.4772,0.403,0.146
"15-Mar-2016",319.43,323.271,324.5698,332.54,0.4721,0.403,0.146
"16-Mar-2016",319.43,323.271,324.5176,332.54,0.4662,0.403,0.146
"17-Mar-2016",319.43,323.271,324.4674,332.54,0.4591,0.403,0.146
"18-Mar-2016",319.43,323.24,324.4151,332.54,0.4542,0.4,0.146
"19-Mar-2016",319.43,323.24,324.355,332.54,0.4467,0.4,0.146
"20-Mar-2016",319.4,323.24,324.2819,332.54,0.4399,0.4,0.145
"21-Mar-2016",319.4,323.24,324.2308,332.54,0.4332,0.4,0.145
"22-Mar-2016",319.4,323.21,324.1738,332.54,0.4264,0.397,0.145
"23-Mar-2016",319.4,323.21,324.1007,332.54,0.4164,0.397,0.145
"25-Mar-2016",319.4,323.21,323.9653,332.54,0.4019,0.397,0.145
"26-Mar-2016",319.4,323.179,323.899,332.54,0.3902,0.394,0.145
"27-Mar-2016",319.369,323.179,323.8355,332.54,0.384,0.394,0.144
"28-Mar-2016",319.369,323.179,323.7631,332.54,0.3753,0.394,0.144
"29-Mar-2016",319.369,323.149,323.6948,332.54,0.3683,0.391,0.144
"30-Mar-2016",319.369,323.149,323.6424,332.54,0.3637,0.391,0.144
"31-Mar-2016",319.369,323.118,323.5871,332.54,0.3601,0.388,0.144
"01-Apr-2016",319.369,323.118,323.5419,332.54,0.3533,0.388,0.144
"02-Apr-2016",319.339,0,323.5343333334,332.54,0.3441111111,0,0.143
"03-Apr-2016",319.339,323.088,323.4416,332.54,0.3428,0.385,0.143
"04-Apr-2016",319.339,323.058,323.3964,332.54,0.3372,0.382,0.143
"05-Apr-2016",319.339,323.058,323.3411,332.54,0.3321,0.382,0.143
"06-Apr-2016",319.339,323.058,323.274,332.54,0.3256,0.382,0.143
"07-Apr-2016",319.339,323.027,323.1968,332.54,0.3168,0.379,0.143
"08-Apr-2016",319.308,323.027,323.0807,332.54,0.3102,0.379,0.142
"09-Apr-2016",319.308,323.027,323.0447,332.54,0.3027,0.379,0.142
"10-Apr-2016",319.308,322.997,322.9686,332.54,0.2954,0.376,0.142
"11-Apr-2016",319.308,322.997,322.8845,332.54,0.2886,0.376,0.142
"12-Apr-2016",319.308,322.997,322.8284,332.54,0.2851,0.376,0.142
"13-Apr-2016",319.308,322.997,322.7473,332.54,0.2802,0.376,0.142
"15-Apr-2016",319.278,322.966,322.6289,332.54,0.2609,0.373,0.141
"16-Apr-2016",319.278,322.966,322.5734,332.54,0.2662,0.373,0.141
"17-Apr-2016",319.278,322.966,322.5366,332.54,0.2632,0.373,0.141
"18-Apr-2016",319.278,322.936,322.4934,332.54,0.2593,0.37,0.141
"19-Apr-2016",319.278,322.905,322.4531,332.54,0.2563,0.367,0.141
"20-Apr-2016",319.248,322.905,322.404,332.54,0.2536,0.367,0.14
"21-Apr-2016",319.248,322.875,322.3619,332.54,0.2517,0.364,0.14
"22-Apr-2016",319.248,322.844,322.3186,332.54,0.2499,0.361,0.14
"23-Apr-2016",319.248,322.844,322.2896,332.54,0.2488,0.361,0.14
"24-Apr-2016",319.248,322.814,322.2436,332.54,0.2465,0.358,0.14
"25-Apr-2016",319.248,322.783,322.2134,332.54,0.2441,0.355,0.14
"26-Apr-2016",319.217,322.753,322.1792,332.54,0.2418,0.352,0.139
"27-Apr-2016",319.217,322.722,322.1521,332.54,0.2396,0.349,0.139
"28-Apr-2016",319.217,322.692,322.1371,332.54,0.2384,0.346,0.139
"29-Apr-2016",319.217,322.661,322.1068,332.54,0.2364,0.343,0.139
"30-Apr-2016",319.217,322.631,322.0918,332.54,0.2355,0.34,0.139
"01-May-2016",319.187,322.57,322.0707,332.54,0.2342,0.334,0.138
"02-May-2016",319.156,322.57,322.0496,332.54,0.233,0.334,0.137
"03-May-2016",319.126,322.57,322.0216,332.54,0.2326,0.334,0.135
"04-May-2016",319.126,322.539,322.0035,332.54,0.2321,0.331,0.135
"05-May-2016",319.126,322.539,321.9854,332.54,0.2311,0.331,0.135
"06-May-2016",319.126,322.539,321.9663,332.54,0.2303,0.331,0.136
"07-May-2016",319.126,322.539,321.9512,332.54,0.2294,0.331,0.136
"08-May-2016",319.126,322.509,321.9242,332.54,0.228,0.329,0.136
"09-May-2016",319.095,322.509,321.8991,332.54,0.2276,0.329,0.134
"10-May-2016",319.095,322.509,321.8711,332.54,0.227,0.329,0.134
"11-May-2016",319.095,322.509,321.847,332.54,0.2268,0.329,0.134
"12-May-2016",319.095,322.478,321.8288,332.54,0.2258,0.326,0.134
"13-May-2016",319.095,322.478,321.8048,332.54,0.2249,0.326,0.134
"14-May-2016",319.095,322.478,321.7858,332.54,0.2243,0.326,0.134
"15-May-2016",319.095,322.478,321.7618,332.54,0.2235,0.326,0.134
"16-May-2016",319.095,322.478,321.7437,332.54,0.223,0.326,0.134
"17-May-2016",319.065,322.478,321.7287,332.54,0.2222,0.326,0.133
"18-May-2016",319.065,322.478,321.7097,332.54,0.2213,0.326,0.133
"19-May-2016",319.065,322.478,321.6927,332.54,0.2204,0.326,0.133
"20-May-2016",319.065,322.478,321.6676,332.54,0.2195,0.326,0.133
"21-May-2016",319.065,322.478,321.6496,332.54,0.2191,0.326,0.133
"22-May-2016",319.065,322.478,321.6224,332.54,0.2181,0.326,0.133
"23-May-2016",319.065,322.478,321.1383333335,332.54,0.1575555556,0.326,0.133
"24-May-2016",319.065,322.478,321.1204444445,332.54,0.1564444445,0.326,0.133
"25-May-2016",319.065,322.478,321.1104444446,332.54,0.1564444445,0.326,0.133
"26-May-2016",319.065,322.478,321.5574,332.54,0.215,0.326,0.133
