,mean,date
454063.0,15976.082854501796,2005-04-01
454065.0,15953.249643928928,2005-04-01
454067.0,15830.506182609914,2005-04-01
454069.0,15816.841114174398,2005-04-01
452100.0,15068.911962121889,2005-04-01
452300.0,15216.064775559127,2005-04-01
453141.0,15217.815704552731,2005-04-01
453143.0,15210.937686927493,2005-04-01
453145.0,15419.004502901698,2005-04-01
453147.0,15648.711736828636,2005-04-01
453149.0,15701.982156527927,2005-04-01
453210.0,15630.243695449792,2005-04-01
453230.0,15658.6173310385,2005-04-01
453250.0,15714.440928002476,2005-04-01
453270.0,15763.49065817805,2005-04-01
453291.0,15766.100077502984,2005-04-01
453293.0,15797.687255869849,2005-04-01
453295.0,15774.427760045452,2005-04-01
453297.0,15813.864314115,2005-04-01
453299.0,15744.543091841742,2005-04-01
453410.0,15408.866373651908,2005-04-01
453430.0,15649.884331430076,2005-04-01
453450.0,15727.00240023191,2005-04-01
453461.0,15751.785121509603,2005-04-01
453463.0,15750.114228264994,2005-04-01
453478.0,15925.493033136863,2005-04-01
453481.0,15828.808014398788,2005-04-01
453483.0,15925.627172797474,2005-04-01
453485.0,15860.035976452971,2005-04-01
453492.0,16109.957786323514,2005-04-01
453494.0,16053.29126764788,2005-04-01
453487.0,16025.456883902714,2005-04-01
453489.0,16001.3652190411,2005-04-01
453496.0,16128.550437898492,2005-04-01
453498.0,15950.54494926746,2005-04-01
453806.0,15455.02180620988,2005-04-01
453808.0,15383.146804109258,2005-04-01
454062.0,16100.940574709695,2005-04-01
454064.0,15820.413210010494,2005-04-01
454066.0,15861.42097239171,2005-04-01
454068.0,15747.330553723132,2005-04-01
452411.0,15314.252426590298,2005-04-01
452413.0,15311.50334371985,2005-04-01
452415.0,15310.888251290824,2005-04-01
452417.0,15413.820833892178,2005-04-01
452419.0,15312.13190811062,2005-04-01
452431.0,15570.098673627775,2005-04-01
452433.0,15489.30770703217,2005-04-01
452435.0,15655.026077340117,2005-04-01
452437.0,15469.596231935977,2005-04-01
453146.0,15665.897608560825,2005-04-01
453148.0,15673.519594903964,2005-04-01
453240.0,15705.259869150676,2005-04-01
453260.0,15663.876601405836,2005-04-01
453280.0,15678.464790667796,2005-04-01
453292.0,15653.710521066265,2005-04-01
453294.0,15716.512778998556,2005-04-01
453296.0,15818.641759955308,2005-04-01
453298.0,15699.088424640402,2005-04-01
453464.0,15803.349621835025,2005-04-01
453482.0,15937.652034383742,2005-04-01
453484.0,15958.75235392157,2005-04-01
453486.0,15911.789877781766,2005-04-01
453488.0,16012.815632657204,2005-04-01
452438.0,15727.582072824598,2005-04-01
453471.0,15988.585001085485,2005-05-01
453473.0,15987.01719185622,2005-05-01
453475.0,15989.706369203335,2005-05-01
453477.0,16021.577122164728,2005-05-01
453479.0,16046.95670813679,2005-05-01
453491.0,16182.82132007903,2005-05-01
453493.0,16180.182946260798,2005-05-01
453495.0,16131.001774407418,2005-05-01
453497.0,15973.842354136785,2005-05-01
453499.0,16014.9524552631,2005-05-01
453801.0,15539.94035436634,2005-05-01
453803.0,15535.963870200923,2005-05-01
453805.0,15365.224729368758,2005-05-01
453807.0,15392.805675160213,2005-05-01
453809.0,15374.830957175764,2005-05-01
454061.0,16079.279336114165,2005-05-01
454063.0,16156.186421332324,2005-05-01
454065.0,16104.041031253297,2005-05-01
454067.0,15969.90070076368,2005-05-01
454069.0,15936.98927007524,2005-05-01
452100.0,15028.735140436109,2005-05-01
452300.0,15086.622255089764,2005-05-01
453141.0,15262.716496360614,2005-05-01
453143.0,15257.725170222464,2005-05-01
453145.0,15465.681252476945,2005-05-01
453147.0,15649.285654474428,2005-05-01
453149.0,15755.102753950056,2005-05-01
453210.0,15601.767665471329,2005-05-01
453230.0,15726.685648896855,2005-05-01
453250.0,15776.9702802619,2005-05-01
453270.0,15781.816853640174,2005-05-01
453291.0,15842.094465119291,2005-05-01
453293.0,15881.735565702016,2005-05-01
453295.0,15904.649970426031,2005-05-01
453297.0,15900.77903715312,2005-05-01
453299.0,15926.668921630024,2005-05-01
453410.0,15369.918919853662,2005-05-01
453430.0,15656.77702945958,2005-05-01
453450.0,15886.325350172068,2005-05-01
453461.0,15843.90060284492,2005-05-01
453463.0,15880.525299332874,2005-05-01
453478.0,16173.802660617166,2005-05-01
453481.0,16040.018131628958,2005-05-01
453483.0,16154.048375263012,2005-05-01
453485.0,16015.844914102494,2005-05-01
453492.0,16228.855314604947,2005-05-01
453494.0,16157.079719502331,2005-05-01
453487.0,16180.34355573282,2005-05-01
453489.0,16147.66050721284,2005-05-01
453496.0,16178.888844344436,2005-05-01
453498.0,16010.81787869237,2005-05-01
453806.0,15415.90950761966,2005-05-01
453808.0,15338.57306655798,2005-05-01
454062.0,16209.128315592794,2005-05-01
454064.0,15969.48558539212,2005-05-01
454066.0,16027.794758850405,2005-05-01
454068.0,15883.23253417058,2005-05-01
452411.0,15222.428268629465,2005-05-01
452413.0,15297.965407568709,2005-05-01
452415.0,15260.647016540155,2005-05-01
452417.0,15416.476566348916,2005-05-01
452419.0,15361.663927232772,2005-05-01
452431.0,15584.260926298422,2005-05-01
452433.0,15581.230334283837,2005-05-01
452435.0,15731.815508998505,2005-05-01
452437.0,15573.47753435958,2005-05-01
453146.0,15708.5829093249,2005-05-01
453148.0,15720.277254464452,2005-05-01
453240.0,15749.982729558304,2005-05-01
453260.0,15795.158250148364,2005-05-01
453280.0,15723.625293309096,2005-05-01
453292.0,15689.029198367864,2005-05-01
453294.0,15822.137479832709,2005-05-01
453296.0,15941.028494521708,2005-05-01
453298.0,15885.339990889195,2005-05-01
453464.0,15958.734407001284,2005-05-01
453482.0,16122.216786903067,2005-05-01
453484.0,16126.352160478602,2005-05-01
453486.0,16055.930071693274,2005-05-01
453488.0,16182.786069444524,2005-05-01
452438.0,15837.74951877376,2005-05-01
453471.0,15970.47397497929,2005-06-01
453473.0,15926.162127979958,2005-06-01
453475.0,15879.47179715937,2005-06-01
453477.0,15867.612426395155,2005-06-01
453479.0,15884.665493274682,2005-06-01
453491.0,15968.00875406608,2005-06-01
453493.0,15937.34135735713,2005-06-01
453495.0,15838.489016821995,2005-06-01
453497.0,15760.383180398974,2005-06-01
453499.0,15695.544096192842,2005-06-01
453801.0,15571.38698330518,2005-06-01
453803.0,15501.51336667218,2005-06-01
453805.0,15315.84478212068,2005-06-01
453807.0,15235.182012952248,2005-06-01
453809.0,15160.46000261288,2005-06-01
454061.0,15846.269426632249,2005-06-01
454063.0,16007.602026328766,2005-06-01
454065.0,16003.934265964792,2005-06-01
454067.0,15917.725554316588,2005-06-01
454069.0,15843.16336463835,2005-06-01
452100.0,15115.98112164362,2005-06-01
452300.0,15165.56207043722,2005-06-01
453141.0,15306.73486230188,2005-06-01
453143.0,15311.785454339875,2005-06-01
453145.0,15533.312716844372,2005-06-01
453147.0,15714.345274176332,2005-06-01
453149.0,15685.406893555071,2005-06-01
453210.0,15579.75196716053,2005-06-01
453230.0,15750.91450611088,2005-06-01
453250.0,15765.061304973366,2005-06-01
453270.0,15846.981660436171,2005-06-01
453291.0,15982.528151242874,2005-06-01
453293.0,15948.066882495206,2005-06-01
453295.0,15959.571774711776,2005-06-01
453297.0,16046.835827462672,2005-06-01
453299.0,15899.610306825576,2005-06-01
453410.0,15400.473500462036,2005-06-01
453430.0,15615.534906403103,2005-06-01
453450.0,15814.259775744067,2005-06-01
453461.0,15846.87478268513,2005-06-01
453463.0,15806.34022912738,2005-06-01
453478.0,15961.898906840235,2005-06-01
453481.0,15897.802300812984,2005-06-01
453483.0,15923.81603231112,2005-06-01
453485.0,15798.9258609902,2005-06-01
453492.0,15961.794662800648,2005-06-01
453494.0,15821.35106577968,2005-06-01
453487.0,15924.510495817933,2005-06-01
453489.0,15898.366232835531,2005-06-01
453496.0,15910.514183053112,2005-06-01
453498.0,15705.612791194022,2005-06-01
453806.0,15263.866154134312,2005-06-01
453808.0,15259.544933246749,2005-06-01
454062.0,15993.132764637405,2005-06-01
454064.0,15835.357334131388,2005-06-01
454066.0,15975.234569493612,2005-06-01
454068.0,15800.310704836156,2005-06-01
452411.0,15411.204939990144,2005-06-01
452413.0,15482.558754321,2005-06-01
452415.0,15400.281007838532,2005-06-01
452417.0,15491.3124489451,2005-06-01
452419.0,15414.25016360027,2005-06-01
452431.0,15647.347595477246,2005-06-01
452433.0,15691.077184451164,2005-06-01
452435.0,15822.264848401996,2005-06-01
452437.0,15794.293795866846,2005-06-01
453146.0,15746.509964096927,2005-06-01
453148.0,15649.298378952712,2005-06-01
453240.0,15679.121612625788,2005-06-01
453260.0,15767.069715542344,2005-06-01
453280.0,15749.007050234108,2005-06-01
453292.0,15705.566934175422,2005-06-01
453294.0,15799.565860918445,2005-06-01
453296.0,15917.071535708004,2005-06-01
453298.0,15958.626707501942,2005-06-01
453464.0,15933.547451474404,2005-06-01
453482.0,15936.628182828252,2005-06-01
453484.0,15938.086045126574,2005-06-01
453486.0,15819.250884737436,2005-06-01
453488.0,15931.476681035823,2005-06-01
452438.0,15787.44620993555,2005-06-01
460.1,,2005-07-01
495.3,,2005-07-01
637.1,,2005-07-01
693.5,,2005-07-01
735.6,,2005-07-01
781.0,,2005-07-01
923.3,,2005-07-01
1083.6,,2005-07-01
1252.6,,2005-07-01
1272.1,,2005-07-01
0.0,,2005-07-01
226.2,,2005-07-01
323.4,,2005-07-01
502.4,,2005-07-01
567.2,,2005-07-01
0.0,,2005-07-01
493.2,,2005-07-01
663.3,,2005-07-01
883.1,,2005-07-01
1101.7,,2005-07-01
0.0,,2005-07-01
7.0,,2005-07-01
0.0,,2005-07-01
16.0,,2005-07-01
22.4,,2005-07-01
252.8,,2005-07-01
361.1,,2005-07-01
0.0,,2005-07-01
355.4,,2005-07-01
454.7,,2005-07-01
605.2,,2005-07-01
636.2,,2005-07-01
680.9,,2005-07-01
700.6,,2005-07-01
743.0,,2005-07-01
777.3,,2005-07-01
0.0,,2005-07-01
183.3,,2005-07-01
409.1,,2005-07-01
459.9,,2005-07-01
523.5,,2005-07-01
735.6,,2005-07-01
781.0,,2005-07-01
807.9,,2005-07-01
815.6,,2005-07-01
923.5,,2005-07-01
1083.6,,2005-07-01
1204.4,,2005-07-01
1225.8,,2005-07-01
1252.6,,2005-07-01
1272.1,,2005-07-01
502.6,,2005-07-01
567.3,,2005-07-01
493.2,,2005-07-01
663.3,,2005-07-01
883.1,,2005-07-01
1101.5,,2005-07-01
123.0,,2005-07-01
320.5,,2005-07-01
394.6,,2005-07-01
433.5,,2005-07-01
483.0,,2005-07-01
521.8,,2005-07-01
638.8,,2005-07-01
666.8,,2005-07-01
808.5,,2005-07-01
252.9,,2005-07-01
361.2,,2005-07-01
454.8,,2005-07-01
605.2,,2005-07-01
636.4,,2005-07-01
680.7,,2005-07-01
700.4,,2005-07-01
743.2,,2005-07-01
777.4,,2005-07-01
579.1,,2005-07-01
807.9,,2005-07-01
815.4,,2005-07-01
1204.4,,2005-07-01
1225.8,,2005-07-01
851.3,,2005-07-01
453471.0,15229.616640425093,2005-08-01
453473.0,15230.55624216388,2005-08-01
453475.0,15099.70730971419,2005-08-01
453477.0,15162.589618540977,2005-08-01
453479.0,15138.939068135373,2005-08-01
453491.0,15333.55273706057,2005-08-01
453493.0,15410.047945232998,2005-08-01
453495.0,15445.902717542423,2005-08-01
453497.0,15391.568297025204,2005-08-01
453499.0,15229.785769821783,2005-08-01
453801.0,15558.09327651828,2005-08-01
453803.0,15547.570105983485,2005-08-01
453805.0,15219.226825918922,2005-08-01
453807.0,15117.210747423922,2005-08-01
453809.0,15032.19533089711,2005-08-01
454061.0,15262.791792679303,2005-08-01
454063.0,15145.359879862795,2005-08-01
454065.0,15266.446751780337,2005-08-01
454067.0,15125.927560654136,2005-08-01
454069.0,15159.13787469382,2005-08-01
452100.0,15022.960682142932,2005-08-01
452300.0,15079.884745052315,2005-08-01
453141.0,15162.650872173876,2005-08-01
453143.0,15141.027015361298,2005-08-01
453145.0,15156.061183012434,2005-08-01
453147.0,15186.873073729115,2005-08-01
453149.0,15097.092836787013,2005-08-01
453210.0,15145.585875774936,2005-08-01
453230.0,15186.293644012578,2005-08-01
453250.0,15144.355231682024,2005-08-01
453270.0,15164.725886680251,2005-08-01
453291.0,15177.097210139096,2005-08-01
453293.0,15166.597302871794,2005-08-01
453295.0,15142.82236578146,2005-08-01
453297.0,15150.414732534844,2005-08-01
453299.0,15132.998557275909,2005-08-01
453410.0,15112.844581455942,2005-08-01
453430.0,15083.136559060142,2005-08-01
453450.0,15143.883572601688,2005-08-01
453461.0,15226.757770555729,2005-08-01
453463.0,15137.936842839066,2005-08-01
453478.0,15301.965729458658,2005-08-01
453481.0,15138.657940270694,2005-08-01
453483.0,15359.98699681897,2005-08-01
453485.0,15213.397831434826,2005-08-01
453492.0,15403.704154117777,2005-08-01
453494.0,15352.179415532166,2005-08-01
453487.0,15311.087026622514,2005-08-01
453489.0,15184.196567656028,2005-08-01
453496.0,15507.180750806348,2005-08-01
453498.0,15331.418259600674,2005-08-01
453806.0,15140.898350500174,2005-08-01
453808.0,15009.156154059014,2005-08-01
454062.0,15308.281764349278,2005-08-01
454064.0,15099.656716428211,2005-08-01
454066.0,15184.778857832389,2005-08-01
454068.0,15092.599005902735,2005-08-01
452411.0,15059.447356918909,2005-08-01
452413.0,15055.781435065846,2005-08-01
452415.0,15025.36014634663,2005-08-01
452417.0,15022.380366409,2005-08-01
452419.0,15013.750655795517,2005-08-01
452431.0,15050.256013072105,2005-08-01
452433.0,14970.221038100526,2005-08-01
452435.0,15121.248829521322,2005-08-01
452437.0,15050.297693199698,2005-08-01
453146.0,15162.220637073138,2005-08-01
453148.0,15078.887477398192,2005-08-01
453240.0,15122.538453116968,2005-08-01
453260.0,15094.347242597838,2005-08-01
453280.0,15136.76533227086,2005-08-01
453292.0,15111.153331058322,2005-08-01
453294.0,15130.323057063986,2005-08-01
453296.0,15111.208112659058,2005-08-01
453298.0,15177.248136660328,2005-08-01
453464.0,15146.626700016974,2005-08-01
453482.0,15247.028816716618,2005-08-01
453484.0,15266.747904664117,2005-08-01
453486.0,15270.808569204895,2005-08-01
453488.0,15273.58461990084,2005-08-01
452438.0,15106.070362007777,2005-08-01
453471.0,15130.271380673064,2005-09-01
453473.0,15101.708662561028,2005-09-01
453475.0,15070.545669842048,2005-09-01
453477.0,15064.8928724732,2005-09-01
453479.0,15080.213653596858,2005-09-01
453491.0,15165.56991503517,2005-09-01
453493.0,15210.804264449773,2005-09-01
453495.0,15292.946024490917,2005-09-01
453497.0,15256.902885194258,2005-09-01
453499.0,15174.2614370806,2005-09-01
453801.0,15455.02072489056,2005-09-01
453803.0,15535.049568274995,2005-09-01
453805.0,15219.399553737085,2005-09-01
453807.0,15146.671540695908,2005-09-01
453809.0,15032.616960266689,2005-09-01
454061.0,15242.140337473074,2005-09-01
454063.0,15145.170362522242,2005-09-01
454065.0,15199.427191751714,2005-09-01
454067.0,15107.895277057693,2005-09-01
454069.0,15118.212088120144,2005-09-01
452100.0,15041.996503429713,2005-09-01
452300.0,15074.865287873026,2005-09-01
453141.0,15051.532373258153,2005-09-01
453143.0,15050.976091721372,2005-09-01
453145.0,15156.793806013678,2005-09-01
453147.0,15211.510210751316,2005-09-01
453149.0,15140.850202201487,2005-09-01
453210.0,15097.154263679033,2005-09-01
453230.0,15105.93515468456,2005-09-01
453250.0,15072.148364719278,2005-09-01
453270.0,15075.34575652456,2005-09-01
453291.0,15076.467938514985,2005-09-01
453293.0,15087.8301041147,2005-09-01
453295.0,15095.700714930885,2005-09-01
453297.0,15112.02676585592,2005-09-01
453299.0,15106.676293387702,2005-09-01
453410.0,15099.978005711671,2005-09-01
453430.0,15096.771139400227,2005-09-01
453450.0,15095.484193967755,2005-09-01
453461.0,15130.325607136509,2005-09-01
453463.0,15082.1685002391,2005-09-01
453478.0,15167.445716102002,2005-09-01
453481.0,15095.340086314694,2005-09-01
453483.0,15279.449334588153,2005-09-01
453485.0,15114.83484165338,2005-09-01
453492.0,15266.307177682436,2005-09-01
453494.0,15172.293848222354,2005-09-01
453487.0,15224.19866855969,2005-09-01
453489.0,15168.479982803465,2005-09-01
453496.0,15312.019272713733,2005-09-01
453498.0,15194.589555157356,2005-09-01
453806.0,15135.110406179654,2005-09-01
453808.0,15069.46054239674,2005-09-01
454062.0,15294.29587916676,2005-09-01
454064.0,15082.515313446467,2005-09-01
454066.0,15152.092070591409,2005-09-01
454068.0,15071.832369172018,2005-09-01
452411.0,15118.647641504314,2005-09-01
452413.0,15165.653118054504,2005-09-01
452415.0,15152.407368074317,2005-09-01
452417.0,15163.314063853228,2005-09-01
452419.0,15143.682990554593,2005-09-01
452431.0,15176.884942003966,2005-09-01
452433.0,15149.945608370375,2005-09-01
452435.0,15187.145471132131,2005-09-01
452437.0,15140.377390651514,2005-09-01
453146.0,15192.74709017329,2005-09-01
453148.0,15127.36364003561,2005-09-01
453240.0,15106.732727164865,2005-09-01
453260.0,15078.44181955267,2005-09-01
453280.0,15061.90598259542,2005-09-01
453292.0,15025.799371853092,2005-09-01
453294.0,15071.872973609132,2005-09-01
453296.0,15085.22103469737,2005-09-01
453298.0,15098.480988450245,2005-09-01
453464.0,15090.787225853532,2005-09-01
453482.0,15125.83916903855,2005-09-01
453484.0,15128.812595416166,2005-09-01
453486.0,15212.37964332067,2005-09-01
453488.0,15185.560403580948,2005-09-01
452438.0,15130.06898671964,2005-09-01
453471.0,15217.46515804853,2005-10-01
453473.0,15151.841433600372,2005-10-01
453475.0,15161.697206623356,2005-10-01
453477.0,15145.714420919714,2005-10-01
453479.0,15203.1805950626,2005-10-01
453491.0,15339.765693433475,2005-10-01
453493.0,15357.54160189754,2005-10-01
453495.0,15440.895617776696,2005-10-01
453497.0,15370.26256355943,2005-10-01
453499.0,15350.379339560102,2005-10-01
453801.0,15284.373908161906,2005-10-01
453803.0,15277.05055055804,2005-10-01
453805.0,15058.270594674428,2005-10-01
453807.0,15069.852723468935,2005-10-01
453809.0,15017.235527944313,2005-10-01
454061.0,15423.918963316022,2005-10-01
454063.0,15323.31519283248,2005-10-01
454065.0,15332.592195567562,2005-10-01
454067.0,15150.737002336564,2005-10-01
454069.0,15155.778365566091,2005-10-01
452100.0,15034.333764814342,2005-10-01
452300.0,15072.951341917553,2005-10-01
453141.0,15038.951263989416,2005-10-01
453143.0,15032.914976556483,2005-10-01
453145.0,15108.032410738377,2005-10-01
453147.0,15172.9675900594,2005-10-01
453149.0,15126.70006206324,2005-10-01
453210.0,15057.625883392167,2005-10-01
453230.0,15125.018570972954,2005-10-01
453250.0,15106.77007777035,2005-10-01
453270.0,15111.138339924792,2005-10-01
453291.0,15116.439167430652,2005-10-01
453293.0,15145.824757875132,2005-10-01
453295.0,15139.330324717725,2005-10-01
453297.0,15188.039781803023,2005-10-01
453299.0,15122.63735484346,2005-10-01
453410.0,15057.825903402516,2005-10-01
453430.0,15099.479879840028,2005-10-01
453450.0,15170.245643226155,2005-10-01
453461.0,15176.477356394716,2005-10-01
453463.0,15124.353530369692,2005-10-01
453478.0,15285.979502069053,2005-10-01
453481.0,15197.740109833523,2005-10-01
453483.0,15395.418723450965,2005-10-01
453485.0,15230.390630795271,2005-10-01
453492.0,15391.011560587423,2005-10-01
453494.0,15385.367701855492,2005-10-01
453487.0,15332.606405959968,2005-10-01
453489.0,15319.994338849592,2005-10-01
453496.0,15469.177220688993,2005-10-01
453498.0,15355.839653718544,2005-10-01
453806.0,15025.965343865022,2005-10-01
453808.0,15030.149580224335,2005-10-01
454062.0,15398.112548935134,2005-10-01
454064.0,15171.477285654928,2005-10-01
454066.0,15234.584841279686,2005-10-01
454068.0,15098.342769074485,2005-10-01
452411.0,15094.59728720248,2005-10-01
452413.0,15075.86778271914,2005-10-01
452415.0,15030.863748767097,2005-10-01
452417.0,15059.846889831166,2005-10-01
452419.0,15050.94288633343,2005-10-01
452431.0,15084.485373153217,2005-10-01
452433.0,15130.48514919326,2005-10-01
452435.0,15190.067592671694,2005-10-01
452437.0,15107.474882665829,2005-10-01
453146.0,15163.04478480894,2005-10-01
453148.0,15086.043011283346,2005-10-01
453240.0,15102.45437512666,2005-10-01
453260.0,15100.91549716751,2005-10-01
453280.0,15082.36814131896,2005-10-01
453292.0,15070.74965257346,2005-10-01
453294.0,15085.121823481672,2005-10-01
453296.0,15135.958321881842,2005-10-01
453298.0,15125.756162806369,2005-10-01
453464.0,15135.126444603771,2005-10-01
453482.0,15304.067140457377,2005-10-01
453484.0,15302.194254096894,2005-10-01
453486.0,15319.143359812024,2005-10-01
453488.0,15326.28220669762,2005-10-01
452438.0,15156.2804602155,2005-10-01
453471.0,15144.247115999284,2005-11-01
453473.0,15101.300861978109,2005-11-01
453475.0,15114.315258864255,2005-11-01
453477.0,15124.652790959342,2005-11-01
453479.0,15236.0043327347,2005-11-01
453491.0,15343.913132487149,2005-11-01
453493.0,15365.377449928365,2005-11-01
453495.0,15370.243106862912,2005-11-01
453497.0,15301.710616139935,2005-11-01
453499.0,15356.415382592337,2005-11-01
453801.0,15108.321321499492,2005-11-01
453803.0,15139.169986498317,2005-11-01
453805.0,14982.704818737662,2005-11-01
453807.0,14971.557261158185,2005-11-01
453809.0,14943.573529798869,2005-11-01
454061.0,15413.38017316074,2005-11-01
454063.0,15282.366184440814,2005-11-01
454065.0,15243.435935504433,2005-11-01
454067.0,15070.40376668674,2005-11-01
454069.0,15079.86698973518,2005-11-01
452100.0,14942.798859741932,2005-11-01
452300.0,15002.870234638704,2005-11-01
453141.0,14925.867508024206,2005-11-01
453143.0,14924.771801209205,2005-11-01
453145.0,15000.300858597602,2005-11-01
453147.0,15037.450319674852,2005-11-01
453149.0,14993.178982473331,2005-11-01
453210.0,14959.05256203337,2005-11-01
453230.0,15039.029785817183,2005-11-01
453250.0,14998.766438069491,2005-11-01
453270.0,15026.51853523816,2005-11-01
453291.0,15049.325939796196,2005-11-01
453293.0,15099.344829962132,2005-11-01
453295.0,15114.616806792112,2005-11-01
453297.0,15142.653198687683,2005-11-01
453299.0,15083.932318580575,2005-11-01
453410.0,15011.709255995318,2005-11-01
453430.0,15005.037278984437,2005-11-01
453450.0,15056.486727949528,2005-11-01
453461.0,15088.118629841743,2005-11-01
453463.0,15030.969887385576,2005-11-01
453478.0,15275.087867305543,2005-11-01
453481.0,15288.651600101028,2005-11-01
453483.0,15483.417348682233,2005-11-01
453485.0,15189.67708243168,2005-11-01
453492.0,15387.222019858596,2005-11-01
453494.0,15360.42252516,2005-11-01
453487.0,15275.537157989274,2005-11-01
453489.0,15358.257338320074,2005-11-01
453496.0,15462.368334001536,2005-11-01
453498.0,15352.594560526197,2005-11-01
453806.0,15016.99158556887,2005-11-01
453808.0,14952.580729871894,2005-11-01
454062.0,15412.559042104143,2005-11-01
454064.0,15101.68224175934,2005-11-01
454066.0,15174.612706735254,2005-11-01
454068.0,14998.459823415647,2005-11-01
452411.0,14994.886785103528,2005-11-01
452413.0,14974.476190720305,2005-11-01
452415.0,14932.065878685256,2005-11-01
452417.0,14963.230354261192,2005-11-01
452419.0,14998.391352359891,2005-11-01
452431.0,15004.205199697964,2005-11-01
452433.0,15054.71449018862,2005-11-01
452435.0,15062.10249500058,2005-11-01
452437.0,15019.684759246777,2005-11-01
453146.0,15047.296303307696,2005-11-01
453148.0,14964.875791625574,2005-11-01
453240.0,14979.071454865152,2005-11-01
453260.0,14992.510970259043,2005-11-01
453280.0,15004.919468134318,2005-11-01
453292.0,14979.971364384572,2005-11-01
453294.0,15026.717710418608,2005-11-01
453296.0,15101.235616277832,2005-11-01
453298.0,15091.33869514112,2005-11-01
453464.0,15093.546857659743,2005-11-01
453482.0,15312.725251241887,2005-11-01
453484.0,15303.543231507168,2005-11-01
453486.0,15230.130664284086,2005-11-01
453488.0,15344.10999130495,2005-11-01
452438.0,15039.861053920313,2005-11-01
453471.0,15079.912758435885,2005-12-01
453473.0,15061.978595984718,2005-12-01
453475.0,15069.733411807469,2005-12-01
453477.0,15066.831980818162,2005-12-01
453479.0,15159.472747932045,2005-12-01
453491.0,15248.964261602736,2005-12-01
453493.0,15261.053318384262,2005-12-01
453495.0,15236.356193583251,2005-12-01
453497.0,15139.69348654466,2005-12-01
453499.0,15198.819265860997,2005-12-01
453801.0,15088.931276470808,2005-12-01
453803.0,15128.647605077867,2005-12-01
453805.0,14985.621631629889,2005-12-01
453807.0,15017.465266191966,2005-12-01
453809.0,15012.439573689637,2005-12-01
454061.0,15187.792829596796,2005-12-01
454063.0,15018.402919170068,2005-12-01
454065.0,14960.21069021806,2005-12-01
454067.0,14911.197075710475,2005-12-01
454069.0,14962.689112084572,2005-12-01
452100.0,14824.456296466122,2005-12-01
452300.0,14911.946867167731,2005-12-01
453141.0,14850.297708802163,2005-12-01
453143.0,14881.205955390407,2005-12-01
453145.0,14902.21242143276,2005-12-01
453147.0,14929.30878111818,2005-12-01
453149.0,14863.601742182747,2005-12-01
453210.0,14886.616094989986,2005-12-01
453230.0,14942.235296562814,2005-12-01
453250.0,14904.013331185652,2005-12-01
453270.0,14948.855116039238,2005-12-01
453291.0,14967.159567757311,2005-12-01
453293.0,14997.61362226162,2005-12-01
453295.0,14995.268016956768,2005-12-01
453297.0,15025.351796528426,2005-12-01
453299.0,14976.219030478283,2005-12-01
453410.0,14973.785076323884,2005-12-01
453430.0,14978.375906944506,2005-12-01
453450.0,15005.758076198192,2005-12-01
453461.0,15010.21020413228,2005-12-01
453463.0,14940.507643833063,2005-12-01
453478.0,15221.877931859986,2005-12-01
453481.0,15211.530147850335,2005-12-01
453483.0,15272.402608026105,2005-12-01
453485.0,15160.288635823365,2005-12-01
453492.0,15242.173573180084,2005-12-01
453494.0,15257.40319762751,2005-12-01
453487.0,15225.672991283542,2005-12-01
453489.0,15264.05694696581,2005-12-01
453496.0,15311.104720521893,2005-12-01
453498.0,15216.98588787809,2005-12-01
453806.0,15072.165506332432,2005-12-01
453808.0,15024.873419273412,2005-12-01
454062.0,15190.248915621736,2005-12-01
454064.0,14918.481636912044,2005-12-01
454066.0,14909.461181877912,2005-12-01
454068.0,14906.087957234527,2005-12-01
452411.0,14871.412383450228,2005-12-01
452413.0,14848.402029761584,2005-12-01
452415.0,14825.822143083637,2005-12-01
452417.0,14826.258742407128,2005-12-01
452419.0,14842.755199854912,2005-12-01
452431.0,14886.929299817091,2005-12-01
452433.0,14803.262627585676,2005-12-01
452435.0,14881.400442946144,2005-12-01
452437.0,14828.46456197876,2005-12-01
453146.0,14936.622995109135,2005-12-01
453148.0,14858.06549608207,2005-12-01
453240.0,14868.38504930962,2005-12-01
453260.0,14864.926802640186,2005-12-01
453280.0,14918.25975035128,2005-12-01
453292.0,14874.300093094384,2005-12-01
453294.0,14929.482955278118,2005-12-01
453296.0,15005.00518840097,2005-12-01
453298.0,15004.11100700973,2005-12-01
453464.0,14976.25184067419,2005-12-01
453482.0,15243.034326899471,2005-12-01
453484.0,15238.617486736714,2005-12-01
453486.0,15212.191932256335,2005-12-01
453488.0,15268.09798827458,2005-12-01
452438.0,14874.097464125998,2005-12-01
453471.0,15183.988267750825,2006-01-01
453473.0,15139.431737759303,2006-01-01
453475.0,15149.144733632627,2006-01-01
453477.0,15164.72976822792,2006-01-01
453479.0,15227.791875267108,2006-01-01
453491.0,15300.595776270962,2006-01-01
453493.0,15320.568741591023,2006-01-01
453495.0,15326.328898281034,2006-01-01
453497.0,15201.52897438257,2006-01-01
453499.0,15264.673851689104,2006-01-01
453801.0,15213.637038500478,2006-01-01
453803.0,15259.426455375946,2006-01-01
453805.0,15149.2852749313,2006-01-01
453807.0,15200.279098772557,2006-01-01
453809.0,15146.832617709191,2006-01-01
454061.0,15285.161941814218,2006-01-01
454063.0,15040.83637803709,2006-01-01
454065.0,15006.934952398877,2006-01-01
