JD,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2016,y2018,y2019,y2020,y2021
161.0,257.31,256.89,254.72,254.02,253.96,253.75,253.75,253.87,254.63,254.69,253.84,254.05,255.46,255.3,256.55,255.94,255.24,255.51,256.52,0.0
162.0,257.25,256.83,254.66,253.96,253.9,253.63,253.72,253.81,254.63,254.63,253.81,254.05,255.39,255.24,256.49,255.94,255.24,255.51,256.43,0.0
163.0,257.19,256.77,254.63,253.9,253.84,253.57,253.69,253.78,254.63,254.6,253.81,254.02,255.3,0.0,256.46,255.94,255.21,255.51,256.34,0.0
164.0,257.13,256.74,254.51,253.84,253.75,253.54,253.63,253.75,254.66,254.57,253.78,254.02,255.24,255.12,256.43,255.94,0.0,255.48,256.28,0.0
165.0,257.04,256.74,254.45,253.75,253.69,253.53,253.63,253.75,254.66,254.57,253.78,254.02,255.18,255.09,256.43,255.94,255.21,255.48,256.21,0.0
166.0,257.06,256.74,254.42,253.66,253.69,253.5,253.6,253.75,254.69,254.57,253.78,254.02,255.12,255.06,256.43,255.94,255.21,255.84,256.15,0.0
167.0,257.03,256.74,254.39,253.57,253.69,253.47,253.57,253.72,254.75,254.51,253.75,254.02,255.06,255.03,256.4,255.94,255.21,255.45,256.06,0.0
168.0,257.0,256.74,254.39,253.51,253.69,253.41,253.51,253.72,254.78,254.48,253.75,253.99,255.0,255.0,256.37,255.91,255.21,255.45,256.0,0.0
169.0,257.96,256.74,254.39,253.41,253.67,253.38,253.44,253.72,254.82,254.45,253.75,253.96,254.94,254.97,256.34,255.91,255.21,255.45,256.21,0.0
170.0,257.93,256.71,254.33,253.35,253.69,253.35,253.38,253.66,254.85,254.39,253.75,254.05,254.88,254.94,256.31,255.88,255.21,255.42,256.31,0.0
171.0,257.9,256.71,254.24,253.29,253.78,253.32,253.35,253.6,254.91,254.33,253.75,254.97,254.82,254.91,256.28,255.88,0.0,255.42,256.4,0.0
172.0,257.86,256.77,254.24,253.23,253.9,253.29,253.29,253.57,254.91,254.3,253.75,255.58,254.75,254.88,256.25,255.88,255.09,255.39,256.73,0.0
173.0,256.83,256.83,254.3,253.2,253.9,253.23,253.16,253.54,254.94,254.24,253.75,255.73,254.69,254.82,256.22,255.88,255.06,255.39,257.13,0.0
174.0,256.85,256.89,254.3,253.29,253.93,253.23,253.23,253.51,254.97,254.21,253.75,255.73,254.63,254.78,256.19,255.85,255.03,255.39,257.53,0.0
175.0,256.83,256.92,254.3,253.44,253.87,253.23,253.2,253.47,255.03,254.17,253.72,255.73,254.57,254.75,256.16,255.82,255.0,255.36,257.89,0.0
176.0,256.8,256.95,254.27,253.54,253.81,253.23,253.17,253.44,255.06,254.11,253.72,255.73,254.51,254.72,256.1,255.79,254.97,255.33,258.01,0.0
177.0,256.74,256.95,254.33,253.6,253.75,253.2,253.17,253.44,255.12,254.08,253.72,255.85,254.48,254.69,256.04,255.76,254.97,255.3,258.04,0.0
178.0,256.64,256.98,254.57,253.6,253.69,253.23,253.14,253.44,255.12,254.11,253.72,256.0,254.45,254.69,255.97,255.73,254.97,255.27,258.07,0.0
179.0,256.58,257.1,254.66,253.6,253.63,253.23,253.14,253.47,255.18,254.11,253.69,256.25,254.42,254.69,255.91,255.7,254.97,255.24,258.1,0.0
180.0,256.52,257.19,254.66,253.69,253.57,253.63,253.14,253.44,255.3,254.08,253.69,256.34,254.39,254.69,255.85,255.64,254.97,255.21,258.14,0.0
181.0,256.46,257.77,254.57,253.75,253.51,254.63,253.17,253.44,255.39,254.15,253.69,256.46,254.36,254.66,255.79,255.61,254.97,0.0,258.14,0.0
182.0,256.37,258.02,254.48,253.78,253.44,255.24,253.2,253.41,255.43,254.27,253.69,256.52,254.33,254.66,255.73,255.58,254.93,255.15,258.1,0.0
183.0,256.31,258.08,254.42,253.78,253.38,255.43,253.26,253.35,255.7,254.27,253.69,256.55,254.3,254.63,255.7,255.55,254.93,255.12,258.1,0.0
184.0,256.25,258.11,254.39,253.75,253.32,255.49,253.29,253.32,255.85,254.3,253.69,256.55,254.27,254.6,255.64,255.52,254.93,255.09,258.1,0.0
185.0,256.16,258.11,254.36,253.78,253.26,255.55,253.32,253.32,255.91,254.3,253.69,256.55,254.24,254.57,255.58,255.49,254.97,255.15,258.1,0.0
186.0,256.1,258.08,254.33,253.78,253.23,255.55,253.32,253.32,255.94,254.3,253.72,256.55,254.21,254.72,255.55,255.49,255.03,255.18,258.1,0.0
187.0,256.04,258.08,254.3,253.81,253.23,255.55,253.29,253.35,256.0,254.3,253.72,256.61,254.18,254.72,255.49,255.49,255.0,255.24,258.1,0.0
188.0,255.94,258.11,254.21,253.81,253.2,255.55,253.26,253.6,256.07,254.3,253.72,256.64,254.21,254.69,255.43,255.49,254.97,255.27,258.17,0.0
189.0,255.88,258.14,254.15,253.81,253.29,255.55,253.26,253.81,256.22,254.45,253.72,256.64,254.27,254.66,255.36,255.49,254.93,255.36,258.23,0.0
190.0,255.82,258.17,254.08,253.81,252.29,255.55,253.26,253.84,256.4,254.51,253.72,256.64,254.3,254.63,255.3,255.49,254.88,255.39,258.26,0.0
191.0,255.76,258.5,254.02,253.84,252.29,255.58,253.26,253.84,256.55,254.6,253.81,256.64,254.3,254.6,255.24,255.52,254.84,255.45,258.29,0.0
192.0,255.79,259.14,253.96,253.87,252.29,255.61,253.29,253.81,257.07,254.82,253.9,256.64,254.27,254.57,255.18,255.55,254.81,255.48,258.41,0.0
193.0,255.85,260.85,253.93,253.9,252.29,255.73,253.29,253.78,257.22,255.24,255.11,256.77,254.24,254.54,255.12,255.55,254.81,255.48,258.47,0.0
194.0,255.88,261.49,253.9,253.99,252.29,255.94,253.29,253.75,257.28,255.43,255.36,256.77,254.21,254.51,255.06,255.55,254.84,255.45,258.47,0.0
195.0,255.97,262.13,253.87,254.02,252.29,256.01,253.32,253.81,257.35,255.49,255.66,256.77,254.18,254.66,255.03,0.0,254.93,255.45,258.65,0.0
196.0,256.1,262.47,253.87,254.21,252.23,256.16,253.32,253.87,257.38,255.52,255.85,256.77,254.15,254.69,255.0,255.55,254.94,255.42,258.74,0.0
197.0,256.13,262.63,253.9,254.27,253.23,256.34,253.3,253.93,257.41,255.58,255.94,256.83,254.11,254.69,255.03,255.55,254.97,255.42,258.78,0.0
198.0,256.13,263.2,253.93,254.27,253.23,256.4,253.44,254.02,257.44,255.61,255.94,256.89,254.08,254.66,255.03,255.58,255.0,255.39,258.74,0.0
199.0,256.31,263.56,253.93,254.27,253.26,256.4,253.47,254.15,257.5,255.67,255.97,257.01,254.05,254.63,255.06,255.64,255.0,255.36,258.74,0.0
200.0,256.71,264.02,253.99,254.21,253.29,256.43,253.51,254.18,257.56,255.91,255.97,257.1,254.02,254.66,255.09,255.64,255.06,255.33,258.71,0.0
201.0,257.25,264.48,254.02,254.15,253.35,256.43,253.54,254.21,257.68,256.1,255.0,257.19,254.08,254.66,255.12,255.7,255.3,255.27,258.74,0.0
202.0,257.53,265.06,254.08,254.15,253.32,256.46,253.72,254.21,257.83,256.16,255.06,257.35,254.11,254.72,255.18,255.7,255.51,255.24,258.78,0.0
203.0,257.62,266.46,254.15,254.24,253.29,256.49,253.81,254.21,257.92,256.4,255.09,257.95,254.21,254.72,255.21,255.76,255.67,255.21,258.84,0.0
204.0,257.63,267.4,254.21,254.48,253.26,256.49,253.84,254.21,258.98,256.4,255.09,258.41,254.27,254.69,0.0,256.0,256.0,255.15,258.93,0.0
205.0,257.65,268.01,254.24,254.78,253.23,256.49,253.84,254.18,258.08,256.4,255.12,258.56,254.27,254.75,255.18,256.04,256.34,255.18,259.05,0.0
206.0,257.62,267.56,254.3,254.94,253.17,256.52,253.81,254.15,258.29,256.4,255.35,258.59,254.27,254.75,255.15,256.22,256.52,255.15,259.14,0.0
207.0,257.59,267.53,254.3,255.0,253.2,256.52,253.96,254.21,258.44,256.37,255.64,258.63,254.27,254.82,255.21,256.28,256.7,255.21,259.2,0.0
208.0,257.74,267.53,254.3,255.0,253.2,256.55,254.18,254.27,258.53,256.37,255.76,258.63,254.6,254.88,255.3,256.34,257.07,255.3,259.26,0.0
209.0,257.92,267.28,254.3,255.0,253.17,256.58,254.42,254.33,258.56,256.37,255.79,258.69,255.0,256.55,255.33,256.34,257.22,255.45,259.38,0.0
210.0,258.41,267.22,254.33,254.97,253.26,256.61,254.63,254.36,258.59,256.37,255.79,258.69,255.39,256.64,255.3,256.37,257.43,255.51,259.51,0.0
211.0,258.53,267.22,254.33,254.91,253.26,256.92,255.36,254.36,258.63,256.4,255.82,258.72,256.1,256.77,255.33,256.52,257.62,255.54,259.54,0.0
212.0,258.63,267.19,254.36,254.94,253.26,257.19,256.13,254.36,258.63,256.37,255.88,258.75,256.4,256.83,255.33,256.61,257.74,255.57,259.57,0.0
213.0,258.91,267.22,254.36,255.24,253.26,257.31,256.55,254.36,258.66,256.34,255.91,258.75,256.95,256.83,255.43,256.83,257.95,255.57,259.63,0.0
214.0,258.96,267.28,254.36,255.67,253.23,257.41,257.44,254.36,258.72,256.34,256.04,258.78,257.32,256.95,255.61,256.89,258.2,255.57,259.69,0.0
215.0,259.14,267.28,254.39,255.97,253.23,257.41,258.29,254.39,258.75,256.31,256.16,258.84,257.56,256.98,255.73,256.95,258.44,255.61,259.75,0.0
216.0,259.21,267.28,254.45,256.34,253.29,257.47,258.41,254.39,258.78,256.28,256.25,258.93,257.74,257.01,256.1,256.98,258.47,255.61,259.81,0.0
217.0,259.21,267.28,254.6,256.52,253.23,257.77,258.44,254.42,258.78,256.25,256.28,259.02,258.29,257.01,257.38,257.25,258.53,255.73,259.99,0.0
218.0,259.17,267.28,254.69,256.58,253.23,258.47,258.44,254.45,258.78,256.22,256.28,259.33,258.56,257.04,257.77,257.41,258.59,255.82,260.27,0.0
219.0,259.14,267.22,254.69,256.61,253.23,258.84,258.41,254.45,258.81,256.19,256.28,259.75,258.84,257.1,257.92,257.41,258.62,255.91,260.45,0.0
220.0,259.11,267.22,254.75,256.58,253.29,259.02,258.38,254.45,258.87,256.16,256.25,260.12,259.08,257.22,257.98,257.41,258.65,255.97,260.51,0.0
221.0,259.08,267.19,254.82,256.58,253.72,259.02,258.35,254.45,258.96,256.16,256.22,260.27,259.14,257.38,258.11,257.77,258.74,255.94,260.6,0.0
222.0,259.02,267.16,255.06,256.58,253.93,259.08,258.32,254.42,259.08,256.13,256.19,260.42,259.24,257.53,259.51,257.95,258.78,255.97,260.66,0.0
223.0,258.97,267.13,255.33,256.64,254.57,259.11,258.38,254.6,259.17,256.22,256.19,260.55,259.51,257.59,260.0,258.02,258.93,256.0,260.76,0.0
224.0,259.0,267.1,255.76,256.77,255.61,259.17,258.44,254.72,259.27,256.25,256.22,261.03,259.69,257.65,260.39,258.17,259.02,256.06,260.91,0.0
225.0,258.96,267.07,256.22,256.89,256.1,259.17,258.47,254.91,259.36,256.37,256.22,261.8,259.91,257.83,260.58,260.3,259.24,256.21,260.97,0.0
226.0,258.96,267.07,256.58,257.19,256.4,259.17,258.47,254.97,259.42,256.52,256.25,262.13,260.06,257.89,260.64,262.47,259.48,256.25,261.06,0.0
227.0,259.05,267.07,256.86,257.56,256.77,259.27,258.47,255.06,259.51,256.71,256.28,262.38,260.12,257.95,260.79,263.02,259.81,256.28,261.15,0.0
228.0,259.08,267.1,257.04,257.71,256.77,259.42,258.47,255.12,259.69,256.86,256.34,262.59,260.24,258.02,260.88,263.47,259.9,256.28,261.21,0.0
229.0,259.14,267.19,256.7,257.74,256.83,259.51,258.56,255.12,259.94,256.95,256.37,262.77,260.7,258.29,260.91,263.9,259.93,256.31,261.4,0.0
230.0,259.26,267.31,257.74,257.83,256.95,259.68,258.66,255.15,260.18,257.01,256.4,262.92,261.16,258.47,260.91,264.33,259.96,256.31,261.55,0.0
231.0,259.65,267.37,257.74,257.99,256.98,259.97,258.72,255.15,260.36,257.04,256.43,262.98,261.19,258.59,260.88,265.3,259.99,256.79,261.61,0.0
232.0,259.69,267.34,257.83,258.11,257.13,260.34,258.72,255.15,260.48,257.13,256.49,263.14,261.25,258.87,260.85,265.91,260.12,257.5,261.64,0.0
233.0,259.81,267.25,257.99,258.17,257.5,260.55,258.78,255.18,260.61,257.28,256.52,263.2,261.34,259.08,260.82,265.75,260.27,257.77,261.73,0.0
234.0,259.9,267.13,258.2,258.41,257.89,260.67,259.02,255.21,260.79,257.41,256.55,263.2,261.37,259.33,260.79,265.45,260.3,257.92,261.85,0.0
235.0,260.0,267.03,258.41,258.44,258.08,260.79,259.69,255.27,260.97,257.5,256.61,263.23,261.52,259.39,260.76,265.18,260.36,258.07,261.98,0.0
236.0,260.05,267.94,258.5,258.47,258.17,260.85,260.52,255.3,261.37,257.53,256.64,263.29,261.52,259.42,260.73,265.18,260.45,258.32,262.01,0.0
237.0,259.81,266.85,258.56,258.47,258.26,260.94,260.97,255.3,261.64,257.53,256.67,263.38,261.58,259.48,260.7,0.0,260.54,258.62,262.07,0.0
238.0,260.03,266.7,258.59,258.47,258.26,260.97,261.31,255.39,261.8,257.53,256.74,263.44,261.64,259.48,260.64,265.18,260.63,258.84,262.16,0.0
239.0,260.03,266.7,258.66,258.5,258.26,260.97,261.49,255.43,261.89,257.56,256.8,263.47,261.77,259.66,260.61,265.3,261.0,259.02,262.25,0.0
240.0,259.97,266.7,258.9,258.66,258.26,260.97,261.61,255.58,261.95,257.62,256.8,263.53,261.89,259.72,260.58,265.42,261.37,259.14,262.86,0.0
241.0,259.97,266.76,259.42,258.84,258.23,260.97,262.07,255.73,261.98,257.68,256.83,263.53,262.07,259.97,260.52,265.54,261.61,259.26,263.04,0.0
242.0,260.0,266.76,259.75,259.21,258.2,260.97,262.53,255.85,261.98,257.74,256.86,263.53,262.13,260.18,260.45,265.58,261.79,259.38,263.13,0.0
243.0,260.06,267.85,259.97,259.33,258.17,260.97,262.62,255.97,262.01,257.8,256.89,263.5,262.16,260.33,260.39,265.64,262.19,259.51,263.16,0.0
244.0,260.15,267.34,260.12,260.06,258.14,260.97,262.68,256.1,262.04,257.83,256.92,263.47,262.19,260.39,260.36,265.76,262.37,259.6,0.0,0.0
245.0,260.39,266.76,260.24,260.85,258.11,260.97,262.77,256.22,262.1,257.86,256.98,263.53,262.19,260.39,260.33,265.79,262.71,259.72,0.0,0.0
246.0,262.06,267.31,260.3,261.49,258.05,260.97,262.8,256.25,262.13,257.92,257.07,263.72,262.28,260.39,260.61,265.91,262.89,259.87,263.65,0.0
247.0,263.72,267.31,260.36,261.49,257.99,260.97,262.83,256.31,262.13,257.98,257.13,263.87,262.25,260.52,260.73,265.94,263.01,259.96,263.77,0.0
248.0,264.26,267.31,260.42,261.49,257.92,261.06,262.8,256.37,262.1,258.08,257.19,263.96,262.28,260.52,260.88,265.97,263.13,259.99,263.87,0.0
249.0,264.5,267.34,260.52,261.49,257.86,261.16,262.8,256.49,262.1,258.17,257.19,264.02,262.28,260.52,260.97,265.97,263.41,260.02,263.96,0.0
250.0,264.78,267.31,260.64,261.49,257.83,261.19,262.83,256.61,262.1,258.69,257.16,264.14,262.31,260.52,261.0,265.82,263.9,260.05,263.99,0.0
251.0,265.12,267.31,261.12,261.49,257.77,261.22,262.83,256.8,262.07,259.08,257.16,264.63,262.34,260.52,261.0,265.67,264.2,260.08,263.99,0.0
252.0,265.27,267.31,261.33,265.12,257.74,261.22,262.83,256.95,262.04,259.24,257.19,265.54,262.38,260.52,261.0,265.58,264.32,260.11,264.02,0.0
253.0,265.39,267.38,251.98,265.3,257.68,261.25,262.8,257.16,262.01,259.33,257.19,265.54,262.44,260.48,260.97,265.51,264.38,260.11,264.11,0.0
254.0,265.48,267.25,262.04,265.48,257.62,261.28,262.8,257.41,262.01,259.39,257.19,265.39,262.62,260.48,260.94,265.36,264.44,260.14,264.14,0.0
255.0,265.51,267.25,262.86,265.58,257.62,261.31,262.77,257.53,261.98,259.45,257.22,265.45,262.74,260.45,260.91,265.27,264.44,260.4,264.2,0.0
256.0,265.58,267.25,263.2,265.61,257.62,261.31,262.77,257.59,261.95,259.51,257.25,265.48,262.8,260.45,261.0,265.21,264.41,260.54,264.2,0.0
257.0,265.58,267.22,263.35,265.51,257.56,261.31,262.74,257.62,261.92,259.54,257.28,265.48,262.92,260.45,261.03,265.3,264.38,260.63,264.2,0.0
258.0,265.67,267.22,263.38,265.42,257.53,261.37,262.68,257.65,261.92,259.54,257.44,265.54,263.29,260.42,261.06,265.36,264.38,260.69,264.23,0.0
259.0,265.73,267.22,263.47,265.39,257.5,261.52,262.65,257.65,261.86,259.54,257.56,265.64,263.5,260.45,261.12,265.42,264.35,260.72,264.23,0.0
260.0,265.85,267.22,263.5,265.48,257.47,261.64,262.65,257.68,261.83,259.54,257.74,265.67,263.66,260.45,261.12,265.42,264.35,260.78,264.23,0.0
261.0,266.0,267.22,263.56,265.58,257.41,261.7,262.65,257.71,261.8,259.54,257.8,265.61,263.78,260.45,261.19,0.0,264.32,260.84,264.21,0.0
262.0,266.04,267.22,263.56,265.58,257.35,261.77,262.62,257.8,261.77,259.51,257.92,265.54,263.93,260.55,261.22,0.0,264.29,260.87,264.17,0.0
263.0,266.09,267.19,263.56,265.54,257.38,261.83,262.62,257.86,261.73,259.48,258.02,265.51,264.05,260.73,261.25,265.42,264.29,260.93,264.17,0.0
264.0,266.12,267.16,263.56,265.51,257.64,261.86,262.59,257.92,261.73,259.48,258.08,265.61,264.11,260.76,261.28,265.42,264.29,260.9,264.14,0.0
265.0,266.12,267.13,263.59,265.54,257.74,261.86,262.62,257.95,262.16,259.45,258.14,265.64,264.14,260.79,261.31,265.39,264.32,260.93,264.17,0.0
266.0,266.12,267.1,263.69,265.58,257.74,261.86,262.65,257.98,262.19,259.42,258.17,265.82,264.77,260.79,261.31,265.39,264.32,261.0,264.26,0.0
267.0,266.12,267.04,263.75,265.48,257.74,261.89,262.68,258.11,262.22,259.39,258.17,266.28,264.2,260.76,261.31,265.39,264.35,261.09,264.29,0.0
268.0,266.12,266.97,263.78,265.45,257.74,261.89,262.68,258.2,262.22,259.36,258.17,265.79,264.23,260.76,261.31,265.42,264.35,261.21,264.32,0.0
269.0,266.12,266.98,263.81,265.39,257.71,261.92,262.68,258.29,262.22,259.33,258.17,265.54,264.23,260.73,261.25,265.45,0.0,261.3,264.32,0.0
270.0,266.12,266.95,263.84,265.48,257.74,261.92,262.68,258.41,262.19,259.3,258.17,265.51,264.2,260.73,261.19,265.51,264.29,261.49,264.35,0.0
271.0,266.12,266.92,263.87,265.54,257.68,261.89,262.65,258.63,262.13,259.27,258.17,265.42,264.17,260.7,261.16,265.64,264.26,261.76,264.32,0.0
272.0,266.09,266.89,263.9,265.61,257.62,261.86,262.62,258.9,262.1,259.24,258.17,265.42,264.14,260.7,261.12,265.79,264.26,262.04,264.29,0.0
273.0,266.06,266.89,263.93,265.48,257.62,261.83,262.59,259.05,262.07,259.21,258.11,265.42,264.14,260.7,261.06,265.67,264.2,262.25,264.29,0.0
274.0,266.03,266.89,263.93,265.39,257.59,261.83,262.56,259.17,262.04,259.14,258.11,265.42,264.11,260.7,261.0,265.39,264.14,262.4,264.26,0.0
275.0,266.03,266.98,263.93,265.36,257.56,261.8,262.56,259.27,261.95,259.17,258.08,265.42,264.08,260.73,260.94,265.24,264.08,262.55,264.26,0.0
276.0,266.03,267.1,263.93,265.36,257.58,261.77,262.53,259.33,261.92,259.17,258.08,265.42,264.08,260.82,260.88,265.18,264.05,262.68,264.2,0.0
277.0,266.0,267.19,263.9,265.36,257.59,261.77,262.5,259.39,261.89,259.21,258.84,265.45,264.08,260.91,260.85,265.18,263.99,262.77,264.26,0.0
278.0,265.97,267.25,263.9,265.36,257.44,261.73,262.44,259.48,261.86,259.24,258.11,265.42,264.08,260.97,260.82,265.21,263.93,262.8,264.32,0.0
279.0,265.97,267.34,263.87,265.36,257.41,261.7,262.38,259.54,261.86,259.3,258.11,265.45,264.11,261.03,260.79,265.21,263.83,262.86,264.32,0.0
280.0,265.91,267.4,263.84,265.36,257.35,261.7,262.34,259.57,261.83,259.39,258.14,265.42,264.12,261.09,260.76,265.24,263.77,262.92,264.41,0.0
281.0,265.91,267.43,263.81,265.42,257.28,261.67,262.31,259.57,261.8,259.42,258.14,265.42,264.11,261.12,260.7,265.27,263.71,262.95,264.47,0.0
282.0,265.94,267.43,263.7,265.42,257.25,261.64,262.28,259.57,261.8,259.45,258.14,265.51,264.11,261.16,260.64,265.3,263.65,263.01,264.47,0.0
283.0,265.91,267.43,263.74,265.45,257.22,261.61,262.25,259.54,261.8,259.48,258.14,265.51,264.08,261.19,260.58,265.39,263.56,263.07,264.54,0.0
284.0,265.91,267.43,263.71,265.48,257.19,261.58,262.19,259.51,261.77,259.51,258.14,265.51,264.05,261.22,260.52,265.48,263.53,263.1,264.54,0.0
285.0,265.88,267.4,263.69,265.48,257.16,261.55,262.13,259.48,261.73,259.51,258.11,265.51,264.02,261.22,260.48,265.6,263.5,0.0,264.57,0.0
286.0,265.85,267.37,263.66,265.42,257.13,261.52,262.1,259.42,261.67,259.48,258.11,265.48,263.99,261.34,260.45,265.57,263.47,0.0,264.57,0.0
287.0,265.82,267.34,263.62,265.39,257.1,261.52,262.07,259.39,261.64,259.45,258.11,265.48,263.96,261.52,260.42,265.51,263.44,263.13,264.54,0.0
288.0,265.19,267.28,263.62,265.36,257.13,261.52,262.01,259.42,261.61,259.45,258.08,265.45,263.93,261.58,260.39,265.42,263.38,263.13,264.51,0.0
289.0,265.75,267.28,263.59,265.33,257.19,261.49,261.95,259.42,261.61,259.42,258.08,265.42,263.9,261.7,260.45,265.27,263.35,0.0,264.51,0.0
290.0,265.72,267.25,263.66,265.3,257.19,261.46,261.92,259.39,261.58,259.39,258.05,265.39,263.87,261.73,260.52,265.18,263.32,263.07,264.51,0.0
291.0,265.69,267.22,263.66,265.27,257.19,261.43,261.89,259.36,261.55,259.36,258.05,265.36,263.83,261.77,260.55,265.18,263.29,263.07,264.44,0.0
292.0,265.69,267.16,263.62,265.29,257.19,261.43,261.83,259.3,261.52,259.33,258.05,265.33,263.78,261.77,260.55,265.18,263.26,263.11,264.41,0.0
293.0,265.66,267.13,263.62,265.21,257.19,261.43,261.8,259.27,261.49,259.3,258.02,265.3,263.75,261.77,260.52,265.18,263.2,263.13,264.41,0.0
294.0,265.63,267.13,263.62,265.15,257.19,261.43,261.77,259.27,261.49,259.27,258.02,265.27,263.72,261.77,260.48,265.18,263.17,263.16,264.35,0.0
295.0,265.6,267.13,263.59,265.12,257.22,261.4,261.77,259.27,261.46,259.24,258.02,265.24,263.69,261.77,260.45,265.15,263.11,263.19,264.35,0.0
296.0,265.57,267.1,263.59,265.09,257.22,261.25,261.73,259.24,261.43,259.21,258.02,265.21,263.66,261.77,260.42,265.12,263.08,263.19,264.29,0.0
297.0,265.54,267.04,263.56,265.15,257.22,261.4,261.7,259.21,261.4,259.14,258.02,265.18,263.62,261.8,260.39,265.12,263.02,263.16,264.29,0.0
298.0,265.46,267.01,263.53,265.33,257.19,261.37,261.64,259.17,261.37,259.11,257.98,265.15,263.59,261.83,260.36,265.09,262.95,263.16,264.23,0.0
299.0,265.4,266.98,263.5,265.42,257.19,261.37,261.58,259.17,261.31,259.05,257.98,265.12,263.56,261.89,260.33,265.06,262.92,263.13,264.2,0.0
300.0,265.34,266.95,263.47,265.45,257.19,261.34,261.52,259.14,261.28,259.02,257.98,265.12,263.53,261.92,260.3,265.03,262.86,263.13,264.14,0.0
301.0,265.31,266.89,263.44,265.48,257.19,261.31,261.46,259.11,261.25,258.99,257.95,265.12,263.5,261.95,260.27,265.03,262.83,263.13,264.14,0.0
302.0,265.28,266.86,263.44,265.45,257.16,261.28,261.4,259.11,261.22,258.96,257.95,265.09,263.47,261.98,260.24,265.03,262.77,263.19,264.11,0.0
303.0,265.25,266.83,263.44,265.42,257.16,261.28,261.34,259.11,261.19,258.93,257.92,265.09,263.44,261.98,260.21,265.03,262.71,263.26,264.02,0.0
304.0,265.22,266.76,263.44,265.42,257.16,261.25,261.34,259.11,261.16,258.9,257.89,265.06,263.41,261.98,260.18,265.03,262.65,263.26,264.02,0.0
305.0,265.15,266.73,263.41,265.36,257.16,261.22,261.31,259.08,261.12,258.9,257.89,265.06,263.38,261.98,260.18,265.03,262.62,263.26,264.02,0.0
306.0,265.09,266.67,263.41,265.36,257.16,261.19,261.28,259.08,261.09,258.87,257.89,265.06,263.35,261.98,260.18,265.06,262.59,263.26,263.99,0.0
307.0,265.06,266.61,263.38,265.33,257.16,261.16,261.22,259.05,261.06,258.84,257.89,265.03,263.32,261.98,260.18,265.03,262.56,263.26,263.99,0.0
308.0,265.03,266.55,263.35,265.3,257.13,261.12,261.16,259.05,261.03,258.81,257.86,265.0,263.29,261.95,260.15,265.0,262.53,263.29,263.96,0.0
309.0,264.97,266.52,263.32,265.27,257.13,261.09,261.09,259.05,260.97,258.78,257.83,265.0,263.26,261.95,0.0,264.97,262.5,263.29,263.93,0.0
310.0,264.94,266.49,263.29,265.24,257.1,261.06,261.06,259.05,260.94,258.75,257.83,265.0,263.23,0.0,260.12,264.93,262.5,263.29,263.9,0.0
311.0,264.94,266.46,263.26,265.21,257.1,261.03,261.0,259.02,260.91,258.72,257.83,264.97,263.2,261.92,260.12,264.9,0.0,0.0,263.9,0.0
312.0,264.84,266.4,263.23,265.18,257.07,261.0,260.94,258.99,260.85,258.72,257.83,264.94,263.17,261.89,260.12,264.9,262.43,0.0,263.87,0.0
313.0,265.78,266.37,263.2,265.12,257.07,260.97,260.88,258.96,260.82,258.69,257.83,264.94,263.14,261.89,260.09,264.9,262.4,0.0,263.87,0.0
314.0,264.72,266.34,263.17,265.06,257.07,260.94,260.82,258.96,260.79,258.69,257.8,264.9,263.11,261.86,260.09,0.0,262.37,0.0,263.84,0.0
315.0,264.66,266.31,263.14,265.03,257.07,260.91,260.76,258.96,260.76,258.69,257.8,264.87,263.08,261.86,260.09,264.87,262.34,0.0,263.81,0.0
316.0,264.63,266.28,263.11,265.03,257.01,260.88,260.7,258.96,260.7,258.66,257.8,264.84,263.05,261.83,260.09,264.87,262.31,263.29,263.81,0.0
317.0,264.57,266.22,263.08,264.97,257.01,260.85,260.64,258.93,260.64,258.66,257.77,264.84,263.02,0.0,260.09,264.87,262.28,263.29,263.78,0.0
318.0,264.54,266.15,263.05,264.9,257.01,260.82,260.58,258.93,260.61,258.69,257.77,264.81,262.98,261.8,260.09,264.84,262.22,263.26,263.78,0.0
319.0,264.48,266.09,263.02,264.87,257.98,260.79,260.52,258.93,260.58,258.69,257.77,264.78,262.95,261.8,260.09,264.84,262.19,263.26,263.78,0.0
320.0,264.45,266.06,262.98,264.81,257.98,260.76,260.48,258.93,260.55,258.72,257.77,264.75,262.92,261.77,260.09,264.81,262.16,263.26,263.75,0.0
321.0,264.72,266.0,262.92,264.78,256.98,260.73,260.42,258.9,260.55,258.75,257.77,264.72,262.92,261.77,260.09,264.81,262.16,263.26,263.75,0.0
322.0,264.36,265.94,262.89,264.78,256.98,260.7,260.36,258.9,260.52,258.78,257.74,264.69,262.92,261.77,260.09,264.78,262.13,263.26,263.72,0.0
323.0,264.33,265.92,262.86,264.75,256.98,260.67,260.3,258.9,260.48,258.78,257.74,264.66,262.89,261.73,260.09,264.75,262.13,263.26,263.72,0.0
324.0,264.3,265.85,262.83,264.72,256.98,260.64,260.27,258.87,260.42,258.81,257.74,264.66,262.89,261.73,260.09,264.69,262.1,263.26,263.69,0.0
325.0,264.26,265.82,262.8,264.66,256.98,260.61,260.24,258.84,260.42,258.81,257.74,264.63,262.89,261.7,260.09,264.69,262.1,263.26,263.69,0.0
