Daily Reservoir trends for Hirakud reservoir from 01-Jan-2016 to 01-Jan-2021

Dates,Current Year Level (m),Last Year Level (m),Last 10 Year Average Level (m),Full Reservoir Level,Last 10 Year Average Storage (BCM),Last Year Storage (BCM),Current Year Storage (BCM)
"01-Jan-2016",190.41,190.89,190.709,192.02,4.3696,4.102,3.803
"02-Jan-2016",190.4,190.86,190.7,192.02,4.3709,4.083,3.797
"03-Jan-2016",190.38,190.83,190.6055555556,192.02,4.3555555556,4.062,3.788
"04-Jan-2016",190.36,190.79,190.655,192.02,4.3532,4.036,3.774
"05-Jan-2016",190.34,190.75,190.645,192.02,4.3407,4.009,3.763
"11-Jan-2016",190.2,190.51,190.296,192.02,4.135,3.852,3.686
"12-Jan-2016",190.17,190.47,190.1911111112,192.02,4.1176666666,3.834,3.671
"13-Jan-2016",190.15,190.42,190.1366666667,192.02,4.0867777777,3.81,3.657
"14-Jan-2016",190.13,190.38,190.212,192.02,4.0918,3.785,3.644
"16-Jan-2016",190.08,190.3,190.142,192.02,4.0524,3.739,3.619
"17-Jan-2016",190.06,190.26,189.9166666667,192.02,4.0246666667,3.719,3.609
"18-Jan-2016",190.04,190.23,189.8644444445,192.02,3.9937777777,3.7,3.598
"19-Jan-2016",190,190.18,189.9555555556,192.02,3.9843333333,3.675,3.579
"20-Jan-2016",189.98,190.14,189.9355555556,192.02,3.9857777777,3.651,3.566
"21-Jan-2016",189.97,190.11,190.02,192.02,3.9831,3.634,3.56
"22-Jan-2016",189.94,190.07,190.002,192.02,3.9728,3.612,3.54
"23-Jan-2016",189.94,190.03,189.8533333333,192.02,3.9306666665,3.593,3.54
"24-Jan-2016",189.9,189.99,189.76,192.02,3.9044444445,3.57,3.518
"25-Jan-2016",189.87,189.95,189.7455555556,192.02,3.8967777777,3.55,3.501
"26-Jan-2016",189.84,189.91,189.7288888889,192.02,3.8886666667,3.528,3.488
"27-Jan-2016",189.82,189.88,189.7188888889,192.02,3.8826666666,3.505,3.475
"01-Feb-2016",189.62,0,189.52125,192.02,3.7235,0,3.365
"02-Feb-2016",189.62,189.7,189.5266666666,192.02,3.6808888888,3.411,3.365
"04-Feb-2016",189.62,189.62,189.601,192.02,3.6858,3.365,3.365
"08-Feb-2016",189.48,189.48,189.3655555555,192.02,3.5923333332,3.286,3.286
"09-Feb-2016",189.48,189.45,189.3466666666,192.02,3.5826666666,3.271,3.286
"10-Feb-2016",189.48,189.42,189.3344444445,192.02,3.5755555554,3.253,3.286
"15-Feb-2016",189.22,189.24,189.1344444443,192.02,3.4661111111,3.154,3.144
"18-Feb-2016",189.22,189.19,189.16,192.02,3.4454,3.127,3.144
"21-Feb-2016",189.22,188.99,188.9566666667,192.02,3.3915555556,3.015,3.144
"22-Feb-2016",189.22,188.95,188.9044444443,192.02,3.3626666667,2.995,3.144
"23-Feb-2016",189.22,188.91,188.8755555554,192.02,3.3492222223,2.976,3.144
"25-Feb-2016",189,188.86,188.885,192.02,3.2995,2.952,3.021
"01-Mar-2016",188.78,188.63,188.1866666666,192.02,2.9874444446,2.843,2.912
"02-Mar-2016",188.78,188.58,188.1644444444,192.02,2.9772222222,2.82,2.912
"03-Mar-2016",188.78,188.56,188.451,192.02,3.0675,2.806,2.912
"04-Mar-2016",188.74,188.52,188.433,192.02,3.0588,2.789,2.895
"05-Mar-2016",188.7,0,188.2266666666,192.02,3.0127777778,0,2.876
"06-Mar-2016",188.66,0,187.99875,192.02,2.950625,0,2.854
"07-Mar-2016",188.61,0,188.19125,192.02,3.020375,0,2.834
"08-Mar-2016",188.58,0,188.18,192.02,3.0045,0,2.816
"09-Mar-2016",188.54,188.28,188.1711111111,192.02,2.9573333332,2.674,2.797
"10-Mar-2016",188.49,188.28,188.277,192.02,2.9762,2.674,2.773
"11-Mar-2016",188.46,188.23,188.1066666665,192.02,2.9233333334,2.652,2.76
"12-Mar-2016",188.4,188.18,188.226,192.02,2.9483,2.627,2.733
"13-Mar-2016",188.36,0,188.2,192.02,2.967111111,0,2.711
"14-Mar-2016",188.33,188.11,188.0288888888,192.02,2.8798888889,2.591,2.696
"15-Mar-2016",188.3,188.05,187.9588888889,192.02,2.8433333333,2.563,2.683
"16-Mar-2016",188.24,188,188.066,192.02,2.8674,2.542,2.658
"17-Mar-2016",188.2,187.95,187.962,192.02,2.8195,2.515,2.638
"18-Mar-2016",188.16,0,187.9155555556,192.02,2.8287777778,0,2.619
"19-Mar-2016",188.13,187.85,187.871,192.02,2.7852,2.469,2.604
"20-Mar-2016",188.1,0,187.7411111111,192.02,2.7394444445,0,2.588
"21-Mar-2016",188.05,187.72,187.715,192.02,2.6948,2.408,2.566
"22-Mar-2016",188.01,187.66,187.62,192.02,2.643,2.376,2.545
"23-Mar-2016",187.96,187.6,187.573,192.02,2.6196,2.347,2.522
"24-Mar-2016",187.92,0,187.53,192.02,2.6310000001,0,2.5
"25-Mar-2016",187.88,187.5,187.498,192.02,2.5829,2.3,2.48
"26-Mar-2016",187.85,187.44,187.458,192.02,2.5661,2.272,2.469
"27-Mar-2016",187.81,187.38,187.2144444445,192.02,2.4833333333,2.25,2.452
"28-Mar-2016",187.78,0,187.17875,192.02,2.498875,0,2.436
"29-Mar-2016",187.74,0,187.12125,192.02,2.470375,0,2.416
"30-Mar-2016",187.7,187.21,187.0911111111,192.02,2.4223333332,2.182,2.397
"31-Mar-2016",187.65,187.21,187.279,192.02,2.4273,2.182,2.373
"01-Apr-2016",187.6,0,187.0755555555,192.02,2.4022222221,0,2.351
"02-Apr-2016",187.55,187.1,186.9955555556,192.02,2.3672222223,2.138,2.326
"03-Apr-2016",187.51,187.06,186.9688888889,192.02,2.3504444443,2.12,2.307
"04-Apr-2016",187.45,186.99,186.9422222223,192.02,2.3393333333,2.094,2.282
"05-Apr-2016",187.39,186.94,186.7075,192.02,2.234625,2.073,2.255
"06-Apr-2016",187.35,186.89,186.852,192.02,2.2923,2.051,2.235
"07-Apr-2016",187.28,186.83,186.8055555556,192.02,2.2782222222,2.027,2.209
"08-Apr-2016",187.22,186.78,186.7700000001,192.02,2.2631111111,2.007,2.187
"09-Apr-2016",187.17,0,186.7033333335,192.02,2.3036666666,0,2.163
"10-Apr-2016",187.1,0,186.4628571429,192.02,2.1998571428,0,2.135
"11-Apr-2016",187.03,0,186.44875,192.02,2.170625,0,2.107
"12-Apr-2016",186.96,0,186.52125,192.02,2.178875,0,2.078
"13-Apr-2016",186.9,186.5,186.507,192.02,2.1325,1.895,2.056
"14-Apr-2016",186.85,186.5,186.4333333333,192.02,2.1097777778,1.895,2.038
"15-Apr-2016",186.78,186.44,186.3822222224,192.02,2.0887777778,1.872,2.007
"16-Apr-2016",186.71,186.37,186.317,192.02,2.0361,1.843,1.978
"17-Apr-2016",186.65,0,186.11125,192.02,2.005375,0,1.956
"18-Apr-2016",186.61,0,186.23,192.02,2.050125,0,1.939
"19-Apr-2016",186.57,0,186.0744444444,192.02,1.9422222221,0,1.925
"20-Apr-2016",186.52,186.07,186.023,192.02,1.8991,1.721,1.902
"21-Apr-2016",186.47,186.07,185.9822222222,192.02,1.9034444444,1.721,1.885
"22-Apr-2016",186.42,185.99,185.9544444445,192.02,1.8923333334,1.691,1.864
"23-Apr-2016",186.37,0,185.8122222222,192.02,1.819777778,0,1.843
"24-Apr-2016",186.31,0,185.7844444443,192.02,1.8086666668,0,1.818
"25-Apr-2016",186.24,0,185.708888889,192.02,1.7786666667,0,1.79
"26-Apr-2016",186.16,0,185.67375,192.02,1.82725,0,1.759
"27-Apr-2016",186.07,185.65,185.6,192.02,1.7369,1.571,1.723
"28-Apr-2016",186.07,185.65,185.5822222221,192.02,1.7638888889,1.571,1.723
"29-Apr-2016",185.9,0,185.52125,192.02,1.7685,0,1.655
"30-Apr-2016",185.85,185.61,185.443,192.02,1.6886,1.555,1.637
"01-May-2016",185.78,0,185.1877777779,192.02,1.621888889,0,1.637
"02-May-2016",185.71,0,185.1766666668,192.02,1.6190000001,0,1.589
"03-May-2016",185.63,0,185.1166666668,192.02,1.5957777779,0,1.563
"04-May-2016",185.57,185.29,185.053,192.02,1.549,1.448,1.543
"05-May-2016",185.53,185.29,185.015,192.02,1.5347,1.448,1.531
"06-May-2016",185.51,185.24,184.8377777778,192.02,1.4901111111,1.428,1.521
"07-May-2016",185.46,185.17,184.915,192.02,1.4981,1.405,1.506
"08-May-2016",185.42,0,184.9533333334,192.02,1.5377777777,0,1.491
"09-May-2016",185.38,0,184.868888889,192.02,1.5048888888,0,1.479
"10-May-2016",185.34,0,184.8277777777,192.02,1.4909999999,0,1.465
"11-May-2016",185.3,184.86,184.756,192.02,1.4415,1.301,1.452
"12-May-2016",185.27,184.86,184.73,192.02,1.4335,1.301,1.439
"13-May-2016",185.21,184.82,184.684,192.02,1.4174,1.285,1.421
"14-May-2016",185.17,184.77,184.567,192.02,1.3717,1.27,1.405
"15-May-2016",185.1,184.71,184.5,192.02,1.3463,1.251,1.383
"16-May-2016",185.05,184.7,184.281,192.02,1.2588,1.246,1.365
"17-May-2016",184.98,184.69,184.2522222222,192.02,1.2571111111,1.241,1.341
"18-May-2016",184.86,184.65,184.1722222222,192.02,1.2132222223,1.229,1.301
"23-May-2016",184.26,184.46,184.0855555555,192.02,1.1833333335,1.162,1.104
"24-May-2016",184.26,184.39,184.0255555555,192.02,1.1605555557,1.142,1.104
"25-May-2016",184.26,184.38,183.871,192.02,1.1026,1.14,1.104
"26-May-2016",184.21,184.37,183.9888888889,192.02,1.1486666667,1.137,1.088
"27-May-2016",184.13,184.34,183.839,192.02,1.0925,1.126,1.064
"28-May-2016",184.06,184.3,183.74375,192.02,1.087125,1.114,1.045
