Daily Reservoir trends for Panchat reservoir from 01-Jan-1999 to 24-Jan-2021

Dates,Current Year Level (m),Last Year Level (m),Last 10 Year Average Level (m),Full Reservoir Level,Last 10 Year Average Storage (BCM),Last Year Storage (BCM),Current Year Storage (BCM)
"01-Jan-2000",124.97,0,124.97,124.97,0.184,0,0.184
"02-Jan-2000",124.97,0,124.97,124.97,0.184,0,0.184
"03-Jan-2000",124.97,0,124.97,124.97,0.184,0,0.184
"04-Jan-2000",124.97,0,124.97,124.97,0.184,0,0.184
"05-Jan-2000",124.97,0,124.97,124.97,0.184,0,0.184
"06-Jan-2000",124.97,0,124.97,124.97,0.184,0,0.184
"07-Jan-2000",124.97,0,124.97,124.97,0.184,0,0.184
"08-Jan-2000",124.97,0,124.97,124.97,0.184,0,0.184
"09-Jan-2000",124.97,0,124.97,124.97,0.184,0,0.184
"10-Jan-2000",124.97,0,124.97,124.97,0.184,0,0.184
"11-Jan-2000",124.97,0,124.97,124.97,0.184,0,0.184
"12-Jan-2000",124.97,0,124.97,124.97,0.184,0,0.184
"13-Jan-2000",124.97,0,124.97,124.97,0.184,0,0.184
"14-Jan-2000",124.97,0,124.97,124.97,0.184,0,0.184
"15-Jan-2000",124.97,0,124.97,124.97,0.184,0,0.184
"16-Jan-2000",124.97,0,124.97,124.97,0.184,0,0.184
"17-Jan-2000",124.97,0,124.97,124.97,0.184,0,0.184
"18-Jan-2000",124.97,0,124.97,124.97,0.184,0,0.184
"19-Jan-2000",124.97,0,124.97,124.97,0.184,0,0.184
"20-Jan-2000",124.97,0,124.97,124.97,0.184,0,0.184
"21-Jan-2000",124.97,0,124.97,124.97,0.184,0,0.184
"22-Jan-2000",124.97,0,124.97,124.97,0.184,0,0.184
"23-Jan-2000",124.97,0,124.97,124.97,0.184,0,0.184
"24-Jan-2000",124.97,0,124.97,124.97,0.184,0,0.184
"25-Jan-2000",124.97,0,124.97,124.97,0.184,0,0.184
"26-Jan-2000",124.97,0,124.97,124.97,0.184,0,0.184
"27-Jan-2000",124.97,0,124.97,124.97,0.184,0,0.184
"28-Jan-2000",124.97,0,124.97,124.97,0.184,0,0.184
"29-Jan-2000",124.97,0,124.97,124.97,0.184,0,0.184
"30-Jan-2000",124.97,0,124.97,124.97,0.184,0,0.184
"31-Jan-2000",124.97,0,124.97,124.97,0.184,0,0.184
"01-Feb-2000",124.97,0,124.97,124.97,0.184,0,0.184
